iclabel,glyph,usagecode
A:uc0---:009470:鑰,鑰,THm
A:uc0---:0094a5:钥,钥,C
A:uc0---:009472:鑲,鑲,THm
A:uc0---:009576:镶,镶,C
A:uc0---:009477:鑷,鑷,T
A:uc0---:00954a:镊,镊,C
A:uc0---:00947c:鑼,鑼,JTHM
A:uc0---:009523:锣,锣,C
A:uc0---:009580:門,門,JKTHM
A:uc0---:0095e8:门,门,C
A:uc0---:009582:閂,閂,JTHm
A:uc0---:0095e9:闩,闩,c
A:uc0---:009583:閃,閃,JKTHM
A:uc0---:0095ea:闪,闪,C
A:uc0---:0095bb:閻,閻,JKTHm
A:uc0---:00960e:阎,阎,C
A:uc0---:0095eb:闫,闫,c
A:uc0---:009589:閉,閉,JKTHM
A:uc0---:0095ed:闭,闭,C
A:uc0---:00958e:閎,閎,T
A:uc0---:0095f3:闳,闳,c
A:uc0---:00958f:閏,閏,JKTHm
A:uc0---:0095f0:闰,闰,C
A:uc0---:009592:閒,閒,cJKTHM
A:uc0---:009593:間,間,JKTHM
A:uc0---:009591:閑,閑,JKTH
A:uc0---:0095f4:间,间,C
A:uc0---:0095f2:闲,闲,C
A:ucxc--:02b52e:𫔮,𫔮,c
A:uc0---:009594:閔,閔,JKTHm
A:uc0---:0095f5:闵,闵,c
A:uc0---:009598:閘,閘,JKTHM
A:uc0---:0095f8:闸,闸,C
A:uc0---:009b27:鬧,鬧,JKTHM
A:uc0---:0095f9:闹,闹,C
A:uc0---:0095a1:閡,閡,THm
A:uc0---:009602:阂,阂,C
A:uc0---:0095a5:閥,閥,JKTHm
A:uc0---:009600:阀,阀,C
A:uc0---:0095a8:閨,閨,JKTHm
A:uc0---:0095fa:闺,闺,C
A:uc0---:0095a9:閩,閩,JTHM
A:uc0---:0095fd:闽,闽,C
A:uc0---:0095ab:閫,閫,t
A:uc0---:0095ac:閬,閬,t
A:uc0---:009606:阆,阆,c
A:uc0---:0095ad:閭,閭,KTHm
A:uc0---:0095fe:闾,闾,c
A:uc0---:0095b1:閱,閱,KTHM
A:uc0---:009605:阅,阅,C
A:uc0---:0095b2:閲,閲,J
A:uc0---:0095bc:閼,閼,JK
A:uc0---:0095be:閾,閾,J
A:uc0---:009608:阈,阈,c
A:uc0---:0095c8:闈,闈,TH
A:uc0---:0095f1:闱,闱,c
A:uc0---:0095cb:闋,闋,TH
A:uc0---:009615:阕,阕,c
A:uc0---:0095cc:闌,闌,THm
A:uc0---:009611:阑,阑,C
A:uc0---:0095d0:闐,闐,TH
A:uc0---:009617:阗,阗,c
A:uc0---:0095d4:闔,闔,KTHm
A:uc0---:009616:阖,阖,c
A:uc0---:0095d5:闕,闕,JKTm
A:uc0---:009619:阙,阙,c
A:uc0---:0095d6:闖,闖,JKTHM
A:uc0---:0095ef:闯,闯,C
A:uc0---:00961a:阚,阚,c
A:uc0---:0095e1:闡,闡,KTHM
A:uc0---:009610:阐,阐,C
A:uc0---:009b29:鬩,鬩,Jt
A:uc0---:00960b:阋,阋,c
A:uc0---:00968a:隊,隊,JKTHM
A:uc0---:00961f:队,队,C
A:uc0---:009661:陡,陡,CTHm
A:uc0---:009670:陰,陰,JKTHM
A:uc0---:009634:阴,阴,C
A:uc0---:009663:陣,陣,JKTHM
A:uc0---:009635:阵,阵,C
A:uc0---:009640:陀,陀,CJKTHM
A:uc0---:00969b:際,際,JKTHM
A:uc0---:009645:际,际,C
A:uc0---:0096b4:隴,隴,THm
A:uc0---:009647:陇,陇,C
A:uc0---:009658:陘,陘,T
A:uc0---:009649:陉,陉,c
A:uc0---:00968b:隋,隋,CJKTHm
A:uc0---:009677:陷,陷,CKTHM
A:uc0---:009665:陥,陥,J
A:uc0---:0096a8:隨,隨,KTHM
A:uc0---:00968f:随,随,CJ
A:uc0---:0096a7:隧,隧,CJKTHM
A:uc0---:0096b2:隲,隲,J
A:uc0---:0096b8:隸,隸,THM
A:uc0---:0096b7:隷,隷,JK
A:uc0---:0096b6:隶,隶,C
A:uc0---:0096bc:隼,隼,cJkt
A:uc0---:0096cb:雋,雋,JKTHm
A:uc0---:0096bd:隽,隽,c
A:uc0---:0096e3:難,難,JKTHM
A:uc0---:0096be:难,难,C
A:uc0---:0096c1:雁,雁,CJKTHM
A:uc0---:009d08:鴈,鴈,J
A:uc0---:0096db:雛,雛,JKTHm
A:uc0---:0096cf:雏,雏,C
A:uc0---:0096de:雞,雞,THM
A:uc0---:009e21:鸡,鸡,C
A:uc0---:009dc4:鷄,鷄,K
A:uc0---:009d8f:鶏,鶏,J
A:uc0---:009742:靂,靂,JKTHm
A:uc0---:0096f3:雳,雳,c
A:uc0---:009727:霧,霧,JKTHM
A:uc0---:0096fe:雾,雾,C
A:uc0---:00973d:霽,霽,JKTHm
A:uc0---:009701:霁,霁,c
A:uc0---:009744:靄,靄,JKTHm
A:uc0---:00972d:霭,霭,c
A:uc0---:009752:青,青,CJTHM
A:uc0---:009751:靑,靑,K
A:uc0---:00975c:靜,靜,JKTHM
A:uc0---:009759:静,静,CJ
A:uc0---:009762:面,面,CJKTHM
A:uc0---:009eb5:麵,麵,KThM
A:uc0---:009eba:麺,麺,J
A:uc0---:009eaa:麪,麪,J
A:uc0---:009768:靨,靨,THm
A:uc0---:009765:靥,靥,c
A:uc0---:009774:靴,靴,CJKTHm
A:uc0---:00978b:鞋,鞋,CJKTHM
A:uc0---:00978d:鞍,鞍,CJKTHM
A:uc0---:0097c3:韃,韃,JTHm
A:uc0---:009791:鞑,鞑,c
A:uc0---:009798:鞘,鞘,CJTHm
A:uc0---:0097c9:韉,韉,T
A:uc0---:0097cb:韋,韋,JKTHM
A:uc0---:0097e6:韦,韦,C
A:uc0---:0097d3:韓,韓,JKTHm
A:uc0---:0097e9:韩,韩,C
A:uc0---:0097d9:韙,韙,t
A:uc0---:0097ea:韪,韪,c
A:uc0---:009f51:齑,齑,c
A:uc0---:0097fb:韻,韻,JKTHM
A:uc0---:0097f5:韵,韵,C
A:uc0---:008449:葉,葉,JKTHM
A:uc0---:0053f6:叶,叶,CJ
A:uc0---:009801:頁,頁,JKTHM
A:uc0---:009875:页,页,C
A:uc0---:009802:頂,頂,JKTHM
A:uc0---:009876:顶,顶,C
A:uc0---:009803:頃,頃,JKTHM
A:uc0---:009877:顷,顷,C
A:uc0---:009805:項,項,JKTHM
A:uc0---:009879:项,项,C
A:uc0---:009806:順,順,JKTHM
A:uc0---:00987a:顺,顺,C
A:uc0---:009807:頇,頇,t
A:uc0---:00980a:頊,頊,KT
A:uc0---:00987c:顼,顼,c
A:uc0---:009867:顧,顧,JKTHM
A:uc0---:00987e:顾,顾,C
A:uc0---:00980c:頌,頌,JKTHM
A:uc0---:009882:颂,颂,C
A:uc0---:00980e:頎,頎,t
A:uc0---:009811:頑,頑,JKTHM
A:uc0---:00987d:顽,顽,C
A:uc0---:009813:頓,頓,JKTHM
A:uc0---:00987f:顿,顿,C
A:uc0---:009817:頗,頗,JKTHM
A:uc0---:009887:颇,颇,C
A:uc0---:009818:領,領,JKTHM
A:uc0---:009886:领,领,C
A:uc0---:009838:頸,頸,JKTHM
A:uc0---:009888:颈,颈,C
A:uc0---:00981a:頚,頚,J
A:uc0---:00981c:頜,頜,Tm
A:uc0---:00988c:颌,颌,c
A:uc0---:00984d:額,額,JKTHM
A:uc0---:00989d:额,额,C
A:uc0---:009821:頡,頡,THm
A:uc0---:009889:颉,颉,c
A:uc0---:009824:頤,頤,JkTHM
A:uc0---:009890:颐,颐,C
A:uc0---:00988f:颏,颏,c
A:uc0---:009830:頰,頰,KTHm
A:uc0---:00988a:颊,颊,C
A:uc0---:00982c:頬,頬,J
A:uc0---:009837:頷,頷,JTHm
A:uc0---:009894:颔,颔,c
A:uc0---:009839:頹,頹,KTHm
A:uc0---:009893:颓,颓,C
A:uc0---:007a68:穨,穨,t
A:uc0---:00983d:頽,頽,J
A:uc0---:00983b:頻,頻,JKTHM
A:uc0---:009891:频,频,C
A:uc0---:009846:顆,顆,JKTHM
A:uc0---:009897:颗,颗,C
A:uc0---:00984c:題,題,JKTHM
A:uc0---:009898:题,题,C
A:uc0---:00984e:顎,顎,JKTHm
A:uc0---:00989a:颚,颚,c
A:uc0---:00984f:顏,顏,THM
A:uc0---:009854:顔,顔,JK
A:uc0---:00989c:颜,颜,C
A:uc0---:009853:顓,顓,T
A:uc0---:00989b:颛,颛,c
A:uc0---:009857:顗,顗,t
A:uc0---:009859:顙,顙,t
A:uc0---:00985b:顛,顛,JTHm
A:uc0---:0098a0:颠,颠,C
A:uc0---:00985a:顚,顚,K
A:uc0---:009862:顢,顢,t
A:uc0---:00986b:顫,顫,KTHm
A:uc0---:0098a4:颤,颤,C
A:uc0---:009873:顳,顳,t
A:uc0---:00989e:颞,颞,c
A:uc0---:0098a7:颧,颧,C
A:uc0---:009874:顴,顴,t
A:uc0---:0098af:颯,颯,JKTHm
A:uc0---:0098d2:飒,飒,c
A:uc0---:0098b6:颶,颶,THm
A:uc0---:0098d3:飓,飓,c
A:uc0---:0098ba:颺,颺,TH
A:uc0---:0098c4:飄,飄,JKTHM
A:uc0---:0098d8:飘,飘,C
A:uc0---:0098c8:飈,飈,h
A:uc0---:0098db:飛,飛,JKTHM
A:uc0---:0098de:飞,飞,C
A:uc0---:0098e2:飢,飢,JKTHm
A:uc0---:009951:饑,饑,KTHm
A:uc0---:009965:饥,饥,C
A:uc0---:009964:饤,饤,c
A:uc0---:0098fc:飼,飼,JKTHM
A:uc0---:009972:饲,饲,C
A:uc0---:009957:饗,饗,JKTm
A:uc0---:0098e8:飨,飨,c
A:uc0---:0098e9:飩,飩,JTH
A:uc0---:009968:饨,饨,c
A:uc0---:0098ed:飭,飭,KTHm
A:uc0---:00996c:饬,饬,c
A:uc0---:0098f2:飲,飲,JTHM
A:uc0---:00996e:饮,饮,C
A:uc0---:0098ee:飮,飮,K
A:uc0---:0098ef:飯,飯,JKTHM
A:uc0---:00996d:饭,饭,C
A:uc0---:0098f4:飴,飴,JKTHm
A:uc0---:009974:饴,饴,c
A:uc0---:0098fd:飽,飽,JKTHM
A:uc0---:009971:饱,饱,C
A:uc0---:0098fe:飾,飾,JKTHM
A:uc0---:009970:饰,饰,C
A:uc0---:009903:餃,餃,JKTHm
A:uc0---:00997a:饺,饺,C
A:uc0---:009978:饸,饸,c
A:uc0---:009905:餅,餅,JTHM
A:uc0---:00997c:饼,饼,C
A:uc0---:009920:餠,餠,K
A:uc0---:009909:餉,餉,JKTHm
A:uc0---:009977:饷,饷,c
A:uc0---:00990c:餌,餌,JKTHm
A:uc0---:009975:饵,饵,C
A:uc0---:00995c:饜,饜,THm
A:uc0---:00990d:餍,餍,c
A:uc0---:009979:饹,饹,c
A:uc0---:009911:餑,餑,t
A:uc0---:00997d:饽,饽,c
A:uc0---:009913:餓,餓,JKTHM
A:uc0---:00997f:饿,饿,C
A:uc0---:0054fa:哺,哺,CJKTHm
A:uc0---:00997e:饾,饾,c
A:uc0---:00991b:餛,餛,THm
A:uc0---:009984:馄,馄,c
A:uc0---:00991e:餞,餞,JKTHm
A:uc0---:00996f:饯,饯,C
A:uc0---:009921:餡,餡,JTHm
A:uc0---:009985:馅,馅,C
A:uc0---:009938:餸,餸,hm
A:uc0---:00993e:餾,餾,THm
A:uc0---:00998f:馏,馏,C
A:uc0---:00993f:餿,餿,THm
A:uc0---:00998a:馊,馊,c
A:uc0---:00998d:馍,馍,c
A:uc0---:009945:饅,饅,JKTHm
A:uc0---:009992:馒,馒,C
A:uc0---:009949:饉,饉,JKTm
A:uc0---:009991:馑,馑,c
A:uc0---:009952:饒,饒,JKTHM
A:uc0---:009976:饶,饶,C
A:uc0---:0099ac:馬,馬,JKTHM
A:uc0---:009a6c:马,马,C
A:uc0---:0099b3:馳,馳,JKTHM
A:uc0---:009a70:驰,驰,C
A:uc0---:0099b4:馴,馴,JKTHm
A:uc0---:009a6f:驯,驯,C
A:uc0---:0099b9:馹,馹,K
A:uc0---:009a62:驢,驢,JKTHm
A:uc0---:009a74:驴,驴,C
A:uc0---:0099c1:駁,駁,JKTHM
A:uc0---:009a73:驳,驳,C
A:uc0---:009a5b:驛,驛,KTHm
A:uc0---:0099c5:駅,駅,J
A:uc0---:009a7f:驿,驿,c
A:uc0---:0099d0:駐,駐,JKTHM
A:uc0---:009a7b:驻,驻,C
A:uc0---:0099d1:駑,駑,KTH
A:uc0---:009a7d:驽,驽,c
A:uc0---:0099d2:駒,駒,JKTHM
A:uc0---:009a79:驹,驹,C
A:uc0---:0099d5:駕,駕,JKTHM
A:uc0---:009a7e:驾,驾,C
A:uc0---:0099d8:駘,駘,J
A:uc0---:0099d9:駙,駙,KTHm
A:uc0---:009a78:驸,驸,c
A:uc0---:0099db:駛,駛,JTHM
A:uc0---:009a76:驶,驶,C
A:uc0---:0099dd:駝,駝,JKTHm
A:uc0---:009a7c:驼,驼,C
A:uc0---:0099df:駟,駟,JKTHm
A:uc0---:009a77:驷,驷,c
A:uc0---:0099e2:駢,駢,JTH
A:uc0---:009a08:騈,騈,K
A:uc0---:009a88:骈,骈,c
A:uc0---:0099ed:駭,駭,KTHm
A:uc0---:009a87:骇,骇,C
A:uc0---:0099f1:駱,駱,JKTHM
A:uc0---:009a86:骆,骆,C
A:uc0---:0099f8:駸,駸,J
A:uc0---:0099ff:駿,駿,JKTHM
A:uc0---:009a8f:骏,骏,C
A:uc0---:009a01:騁,騁,KTHm
A:uc0---:009a8b:骋,骋,C
A:uc0---:009a05:騅,騅,t
A:uc0---:009b03:鬃,鬃,CTHm
A:uc0---:009a0e:騎,騎,JKTHM
A:uc0---:009a91:骑,骑,C
A:uc0---:009a0f:騏,騏,JKt
A:uc0---:009a57:驗,驗,KTHM
A:uc0---:009a8c:验,验,C
A:uc0---:009a13:験,験,J
A:uc0---:009a37:騷,騷,KTHM
A:uc0---:009a9a:骚,骚,C
A:uc0---:009a12:騒,騒,J
A:uc0---:009a16:騖,騖,THm
A:uc0---:009a9b:骛,骛,c
A:uc0---:009a19:騙,騙,JKTHM
A:uc0---:009a97:骗,骗,C
A:uc0---:009a44:驄,驄,t
A:uc0---:009a28:騨,騨,J
A:uc0---:009a2b:騫,騫,JKTHm
A:uc0---:009a9e:骞,骞,c
A:uc0---:009a2e:騮,騮,thm
A:uc0---:009a35:騵,騵,T
A:uc0---:009a36:騶,騶,K
A:uc0---:009a3e:騾,騾,JTHm
A:uc0---:009aa1:骡,骡,C
A:uc0---:009a41:驁,驁,t
A:uc0---:009a43:驃,驃,KTHm
A:uc0---:009aa0:骠,骠,c
A:uc0---:009a4a:驊,驊,thm
A:uc0---:009a85:骅,骅,c
A:uc0---:009a4c:驌,驌,t
A:uc0---:009a4d:驍,驍,JKT
A:uc0---:009a81:骁,骁,c
A:uc0---:009a55:驕,驕,JKTHM
A:uc0---:009a84:骄,骄,C
A:uc0---:009a5f:驟,驟,JKTHM
A:uc0---:009aa4:骤,骤,C
A:uc0---:009a64:驤,驤,t
A:uc0---:009aa7:骧,骧,c
A:uc0---:009a65:驥,驥,KTHm
A:uc0---:009aa5:骥,骥,c
A:uc0---:009a6a:驪,驪,JKTHm
A:uc0---:009a8a:骊,骊,c
A:uc0---:009a6b:驫,驫,t
A:uc0---:009acf:髏,髏,JTHm
A:uc0---:009ac5:髅,髅,c
A:uc0---:009ad6:髖,髖,Tm
A:uc0---:009acb:髋,髋,c
A:uc0---:009ad8:高,高,CJKTHM
A:uc0---:009ad9:髙,髙,J
A:uc0---:009aef:髯,髯,cJTHm
A:uc0---:009ae5:髥,髥,K
A:uc0---:009b22:鬢,鬢,JTHm
A:uc0---:009b13:鬓,鬓,c
A:uc0---:009b58:魘,魘,THm
A:uc0---:009b47:魇,魇,c
A:uc0---:009b4e:魎,魎,JT
A:uc0---:009b49:魉,魉,c
A:uc0---:009b5a:魚,魚,JKTHM
A:uc0---:009c7c:鱼,鱼,C
A:uc0---:009b5f:魟,魟,t
A:uc0---:009bca:鯊,鯊,THm
A:uc0---:009ca8:鲨,鲨,c
A:uc0---:009b68:魨,魨,t
A:uc0---:009b6f:魯,魯,JKTHM
A:uc0---:009c81:鲁,鲁,C
A:uc0---:009b74:魴,魴,t
A:uc0---:009b77:魷,魷,THm
A:uc0---:009c7f:鱿,鱿,c
A:uc0---:009b7d:魽,魽,t
A:uc0---:009b8b:鮋,鮋,h
A:uc0---:009b8e:鮎,鮎,JK
A:uc0---:009bf0:鯰,鯰,Jt
A:uc0---:009c87:鲇,鲇,c
A:uc0---:009b90:鮐,鮐,t
A:uc0---:009b91:鮑,鮑,JKTHM
A:uc0---:009c8d:鲍,鲍,C
A:uc0---:009b92:鮒,鮒,Jt
A:uc0---:009c8b:鲋,鲋,c
A:uc0---:009b93:鮓,鮓,J
A:uc0---:009bd7:鯗,鯗,t
A:uc0---:009c76:鱶,鱶,J
A:uc0---:009b9f:鮟,鮟,JKt
A:uc0---:009bf7:鯷,鯷,t
A:uc0---:009baa:鮪,鮪,JT
A:uc0---:009bab:鮫,鮫,JKTHm
A:uc0---:009bad:鮭,鮭,JT
A:uc0---:009c91:鲑,鲑,c
A:uc0---:009bb8:鮸,鮸,t
A:uc0---:009bc0:鯀,鯀,T
A:uc0---:009ca7:鲧,鲧,c
A:uc0---:009bc7:鯇,鯇,hm
A:uc0---:009bc9:鯉,鯉,JKTHm
A:uc0---:009ca4:鲤,鲤,C
A:uc0---:009bd2:鯒,鯒,J
A:uc0---:009bd4:鯔,鯔,t
A:uc0---:009bd6:鯖,鯖,JKT
A:uc0---:009cad:鲭,鲭,c
A:uc0---:009bdb:鯛,鯛,JT
A:uc0---:009bdd:鯝,鯝,t
A:uc0---:009be1:鯡,鯡,t
A:uc0---:009cb5:鲵,鲵,c
A:uc0---:009be4:鯤,鯤,JKth
A:uc0---:009cb2:鲲,鲲,c
A:uc0---:009be8:鯨,鯨,JKTHM
A:uc0---:009cb8:鲸,鲸,C
A:uc0---:009bea:鯪,鯪,thm
A:uc0---:009cae:鲮,鲮,c
A:uc0---:009bf1:鯱,鯱,J
A:uc0---:009bfd:鯽,鯽,THm
A:uc0---:009cab:鲫,鲫,c
A:uc0---:009c02:鰂,鰂,h
A:uc0---:009c06:鰆,鰆,Jt
A:uc0---:009c08:鰈,鰈,Jt
A:uc0---:009c09:鰉,鰉,t
A:uc0---:009c77:鱷,鱷,THm
A:uc0---:009c10:鰐,鰐,JK
A:uc0---:009cc4:鳄,鳄,c
A:uc0---:009c12:鰒,鰒,K
A:uc0---:009c13:鰓,鰓,JTHm
A:uc0---:009cc3:鳃,鳃,C
A:uc0---:009c2e:鰮,鰮,J
A:uc0---:009c1c:鰜,鰜,t
A:uc0---:009c24:鰤,鰤,J
A:uc0---:009c25:鰥,鰥,JKTHm
A:uc0---:009ccf:鳏,鳏,c
A:uc0---:009c2d:鰭,鰭,JTHm
A:uc0---:009ccd:鳍,鳍,c
A:uc0---:009c31:鰱,鰱,TH
A:uc0---:009ca2:鲢,鲢,c
A:uc0---:009f07:鼇,鼇,KTH
A:uc0---:009c32:鰲,鰲,Ktm
A:uc0---:009ccc:鳌,鳌,c
A:uc0---:009c39:鰹,鰹,Jt
A:uc0---:009bf5:鯵,鯵,J
A:uc0---:009c3b:鰻,鰻,JKTHm
A:uc0---:009cd7:鳗,鳗,c
A:uc0---:009c3e:鰾,鰾,JTH
A:uc0---:009cd4:鳔,鳔,c
A:uc0---:009cd9:鳙,鳙,c
A:uc0---:009c47:鱇,鱇,JKt
A:uc0---:009c48:鱈,鱈,Jth
A:uc0---:009cd5:鳕,鳕,c
A:uc0---:009c49:鱉,鱉,KTm
A:uc0---:009f08:鼈,鼈,JKh
A:uc0---:009cd6:鳖,鳖,C
A:uc0---:009c52:鱒,鱒,Jt
A:uc0---:009cdf:鳟,鳟,c
A:uc0---:009c56:鱖,鱖,THm
A:uc0---:009cdc:鳜,鳜,c
A:uc0---:009c57:鱗,鱗,JKTHm
A:uc0---:009cde:鳞,鳞,C
A:uc0---:009c58:鱘,鱘,tm
A:uc0---:009c9f:鲟,鲟,c
A:uc0---:009c5f:鱟,鱟,Th
A:uc0---:009c67:鱧,鱧,Jt
A:uc0---:009c72:鱲,鱲,th
A:uc0---:009c78:鱸,鱸,JTHm
A:uc0---:009c88:鲈,鲈,c
A:uc0---:009c7a:鱺,鱺,t
A:uc0---:009ce9:鳩,鳩,JKTHm
A:uc0---:009e20:鸠,鸠,c
A:uc0---:009cf4:鳴,鳴,JKTHM
A:uc0---:009e23:鸣,鸣,C
A:uc0---:009cf6:鳶,鳶,JKTHm
A:uc0---:009e22:鸢,鸢,c
A:uc0---:009d03:鴃,鴃,JT
A:uc0---:009d07:鴇,鴇,Jt
A:uc0---:009e28:鸨,鸨,c
A:uc0---:009d09:鴉,鴉,JKTHM
A:uc0---:009e26:鸦,鸦,C
A:uc0---:009dd7:鷗,鷗,JKTHm
A:uc0---:009e25:鸥,鸥,C
A:uc0---:009d0e:鴎,鴎,J
A:uc0---:009d12:鴒,鴒,JT
A:uc0---:009d15:鴕,鴕,THm
A:uc0---:009e35:鸵,鸵,C
A:uc0---:009d1b:鴛,鴛,JKTHm
A:uc0---:009e33:鸳,鸳,C
A:uc0---:009d1f:鴟,鴟,J
A:uc0---:009d44:鵄,鵄,J
A:uc0---:009d23:鴣,鴣,THm
A:uc0---:009e2a:鸪,鸪,c
A:uc0---:009d26:鴦,鴦,JKTHm
A:uc0---:009e2f:鸯,鸯,C
A:uc0---:009d28:鴨,鴨,JKTHM
A:uc0---:009e2d:鸭,鸭,C
A:uc0---:009d5c:鵜,鵜,Jt
A:uc0---:009e48:鹈,鹈,c
A:uc0---:009d3b:鴻,鴻,JKTHM
A:uc0---:009e3f:鸿,鸿,C
A:uc0---:009d3d:鴽,鴽,t
A:uc0---:009d3f:鴿,鴿,JTHM
A:uc0---:009e3d:鸽,鸽,C
A:uc0---:009e1e:鸞,鸞,JKTHm
A:uc0---:009e3e:鸾,鸾,c
A:uc0---:009d51:鵑,鵑,JKTHm
A:uc0---:009e43:鹃,鹃,C
A:uc0---:009d5d:鵝,鵝,JKTHM
A:uc0---:009e45:鹅,鹅,C
A:uc0---:009d5e:鵞,鵞,J
A:uc0---:009d5f:鵟,鵟,t
A:uc0---:009d60:鵠,鵠,JKTHm
A:uc0---:009e44:鹄,鹄,c
A:uc0---:009d61:鵡,鵡,JKTHm
A:uc0---:009e49:鹉,鹉,c
A:uc0---:009d6a:鵪,鵪,THm
A:uc0---:009e4c:鹌,鹌,c
A:uc0---:009d6c:鵬,鵬,JKTHM
A:uc0---:009e4f:鹏,鹏,C
A:uc0---:009d6f:鵯,鵯,Jt
A:uc0---:009d72:鵲,鵲,JKTHm
A:uc0---:009e4a:鹊,鹊,C
A:uc0---:009da4:鶤,鶤,J
A:uc0---:009d87:鶇,鶇,t
A:uc0---:009d89:鶉,鶉,JTHm
A:uc0---:009e51:鹑,鹑,c
A:uc0---:009d96:鶖,鶖,t
A:uc0---:009d98:鶘,鶘,t
A:uc0---:009e55:鹕,鹕,c
A:uc0---:009d9a:鶚,鶚,t
A:uc0---:009da9:鶩,鶩,Ktm
A:uc0---:009e5c:鹜,鹜,c
A:uc0---:009db2:鶲,鶲,t
A:uc0---:009db4:鶴,鶴,JKTHM
A:uc0---:009e64:鹤,鹤,C
A:uc0---:009dba:鶺,鶺,Jt
A:uc0---:009dbc:鶼,鶼,t
A:uc0---:009dbf:鶿,鶿,t
A:uc0---:009dc2:鷂,鷂,THm
A:uc0---:009e5e:鹞,鹞,c
A:uc0---:009dd3:鷓,鷓,THm
A:uc0---:009e67:鹧,鹧,c
A:uc0---:009de5:鷥,鷥,TH
A:uc0---:009de6:鷦,鷦,t
A:uc0---:009df2:鷲,鷲,JKt
A:uc0---:009e6b:鹫,鹫,c
A:uc0---:009df4:鷴,鷴,t
A:uc0---:009df8:鷸,鷸,Kt
A:uc0---:009e6c:鹬,鹬,c
A:uc0---:009df9:鷹,鷹,JKTHM
A:uc0---:009e70:鹰,鹰,C
A:uc0---:009dfa:鷺,鷺,JKTHM
A:uc0---:009e6d:鹭,鹭,c
A:uc0---:009e15:鸕,鸕,t
A:uc0---:009e1a:鸚,鸚,JKTHm
A:uc0---:009e66:鹦,鹦,c
A:uc0---:009e1b:鸛,鸛,Th
A:uc0---:009e73:鹳,鹳,c
A:uc0---:009e1d:鸝,鸝,t
A:uc0---:009e87:麇,麇,t
A:uc0---:009e9f:麟,麟,cJKTHM
A:uc0---:009e93:麓,麓,CJKTHm
A:uc0---:009ea5:麥,麥,JKTHM
A:uc0---:009ea6:麦,麦,CJ
A:uc0---:009ea9:麩,麩,JTHm
A:uc0---:009eb8:麸,麸,cJ
A:uc0---:0066f2:曲,曲,CJKTHM
A:uc0---:009eb4:麴,麴,JKTHm
A:uc0---:009eb9:麹,麹,J
A:uc0---:009ec3:黃,黃,KTHM
A:uc0---:009ec4:黄,黄,CJ
A:uc0---:009ecc:黌,黌,JT
A:uc0---:009ed1:黑,黑,CKTHM
A:uc0---:009ed2:黒,黒,J
A:uc0---:009ef7:黷,黷,THm
A:uc0---:009ee9:黩,黩,c
A:uc0---:009efd:黽,黽,t
A:uc0---:009eff:黿,黿,t
A:uc0---:009f0b:鼋,鼋,c
A:uc0---:009f0e:鼎,鼎,CJKTHM
A:uc0---:009f20:鼠,鼠,CJKTHM
A:uc0---:009f34:鼴,鼴,THm
A:uc0---:009f39:鼹,鼹,ct
A:uc0---:009f59:齙,齙,t
A:uc0---:009f5c:齜,齜,T
A:uc0---:009f87:龇,龇,c
A:uc0---:009f5f:齟,齟,JKTHm
A:uc0---:009f83:龃,龃,c
A:uc0---:009f61:齡,齡,KTHM
A:uc0---:009f84:龄,龄,C
A:uc0---:009f62:齢,齢,J
A:uc0---:009f6a:齪,齪,JKTHm
A:uc0---:009f8a:龊,龊,c
A:uc0---:009f6c:齬,齬,JKTHm
A:uc0---:009f89:龉,龉,c
A:uc0---:009f72:齲,齲,JTHm
A:uc0---:009f8b:龋,龋,C
A:uc0---:009f77:齷,齷,JKTH
A:uc0---:009f8c:龌,龌,c
A:uc0---:009f94:龔,龔,JTHM
A:uc0---:009f9a:龚,龚,C
A:uc0---:009f95:龕,龕,Kthm
A:uc0---:009f9b:龛,龛,c
A:ucxb--:020f2e:𠼮,𠼮,h
A:ucxb--:020c53:𠱓,𠱓,h
A:ucxb--:022eb3:𢺳,𢺳,h
A:ucxb--:0269fa:𦧺,𦧺,h
A:uc0---:005145:充,充,CJKTHM
A:uc0---:004f3c:似,似,CJKTHM
A:uc0---:004f69:佩,佩,CJKTHM
A:uc0---:0073ee:珮,珮,cJTHm
A:uc0---:004f83:侃,侃,cJKTHm
A:uc0---:004faf:侯,侯,CJKTHM
A:uc0---:005c40:局,局,CJKTHM
A:uc0---:004fb7:侷,侷,T
A:uc0---:00500d:倍,倍,CJKTHM
A:uc0---:004fee:修,修,CJKTHM
A:uc0---:008129:脩,脩,cJKTH
A:uc0---:005026:倦,倦,CJKTHM
A:uc0---:00776c:睬,睬,CTHm
A:uc0---:0050f5:僵,僵,CTHM
A:uc0---:006bad:殭,殭,tm
A:uc0---:00515c:兜,兜,CJKTHM
A:uc0---:005180:冀,冀,CJKTHM
A:uc0---:006700:最,最,CJKTHM
A:uc0---:006cef:泯,泯,cJKTm
A:uc0---:0051cc:凌,凌,CJKTHM
A:uc0---:006de9:淩,淩,t
A:uc0---:005216:刖,刖,cT
A:uc0---:00622e:戮,戮,CJKTHm
A:uc0---:007095:炕,炕,CTH
A:uc0---:00819d:膝,膝,CJKTHM
A:uc0---:00539f:原,原,CJKTHM
A:uc0---:0053bb:去,去,CJKTHM
A:uc0---:0053e9:叩,叩,cJKTHm
A:uc0---:005496:咖,咖,CTHM
A:uc0---:0073c8:珈,珈,cJtm
