iclabel,glyph,usagecode
A:uc0---:0075c8:痈,痈,C
A:uc0---:0075d9:痙,痙,JKTHm
A:uc0---:0075c9:痉,痉,C
A:uc0---:0086d4:蛔,蛔,CKTHm
A:uc0---:007662:癢,癢,THm
A:uc0---:0075d2:痒,痒,CJK
A:uc0---:007646:癆,癆,THm
A:uc0---:0075e8:痨,痨,c
A:uc0---:007626:瘦,瘦,CKTHM
A:uc0---:0075e9:痩,痩,J
A:uc0---:007613:瘓,瘓,THm
A:uc0---:0075ea:痪,痪,C
A:uc0---:007647:癇,癇,Jtm
A:uc0---:00764e:癎,癎,Kh
A:uc0---:0075eb:痫,痫,c
A:uc0---:008139:脹,脹,JKTHM
A:uc0---:0080c0:胀,胀,C
A:uc0---:0075f4:痴,痴,CJKTH
A:uc0---:007661:癡,癡,JKTm
A:uc0---:0075fa:痺,痺,JKTHm
A:uc0---:0075f9:痹,痹,Ctm
A:uc0---:00761e:瘞,瘞,t
A:uc0---:00763a:瘺,瘺,T
A:uc0---:00763b:瘻,瘻,K
A:uc0---:007618:瘘,瘘,c
A:uc0---:007672:癲,癲,JKTHm
A:uc0---:00766b:癫,癫,c
A:uc0---:00765f:癟,癟,T
A:uc0---:00762a:瘪,瘪,C
A:uc0---:007671:癱,癱,THm
A:uc0---:00762b:瘫,瘫,C
A:uc0---:00766e:癮,癮,THM
A:uc0---:00763e:瘾,瘾,c
A:uc0---:007669:癩,癩,JKTHm
A:uc0---:00765e:癞,癞,c
A:uc0---:00766c:癬,癬,JKTHm
A:uc0---:007663:癣,癣,C
A:uc0---:00970d:霍,霍,CJTHM
A:uc0---:00767b:登,登,CJKTHM
A:uc0---:007682:皂,皂,CTHm
A:uc0---:008c8c:貌,貌,CJKTHM
A:uc0---:00777e:睾,睾,cJKm
A:uc0---:00769a:皚,皚,JTHm
A:uc0---:007691:皑,皑,C
A:uc0---:0076ba:皺,皺,JKTHM
A:uc0---:007e10:縐,縐,Tm
A:uc0---:0076b1:皱,皱,C
A:uc0---:007ec9:绉,绉,c
A:uc0---:0076b8:皸,皸,t
A:uc0---:009f13:鼓,鼓,CJKTHM
A:uc0---:0076cd:盍,盍,cTH
A:uc0---:0076de:盞,盞,KTHM
A:uc0---:0076cf:盏,盏,C
A:uc0---:0076e3:監,監,JKTHM
A:uc0---:0076d1:监,监,C
A:uc0---:0084cb:蓋,蓋,JKTHM
A:uc0---:0076d6:盖,盖,CK
A:uc0---:0076dc:盜,盜,KTHM
A:uc0---:0076d7:盗,盗,CJ
A:uc0---:0076e4:盤,盤,JKTHM
A:uc0---:0076d8:盘,盘,C
A:uc0---:007707:眇,眇,cJT
A:uc0---:007df2:緲,緲,T
A:uc0---:007f08:缈,缈,c
A:uc0---:008996:視,視,JKTHM
A:uc0---:0089c6:视,视,C
A:uc0---:0077a0:瞠,瞠,cJTHm
A:uc0---:0077aa:瞪,瞪,CTHm
A:uc0---:00771f:真,真,CJTHM
A:uc0---:00771e:眞,眞,JK
A:uc0---:007720:眠,眠,CJKTHM
A:uc0---:007de1:緡,緡,JKt
A:uc0---:007725:眥,眥,t
A:uc0---:00775c:睜,睜,THm
A:uc0---:007741:睁,睁,C
A:uc0---:00774d:睍,睍,K
A:uc0---:00775e:睞,睞,THm
A:uc0---:007750:睐,睐,c
A:uc0---:0077bc:瞼,瞼,JKTm
A:uc0---:007751:睑,睑,c
A:uc0---:007779:睹,睹,CKTHM
A:uc0---:0089a9:覩,覩,K
A:uc0---:007785:瞅,瞅,Ctm
A:uc0---:00778d:瞍,瞍,t
A:uc0---:00779e:瞞,瞞,JKTHM
A:uc0---:007792:瞒,瞒,C
A:uc0---:0077a5:瞥,瞥,CJKTHm
A:uc0---:0077da:矚,矚,THM
A:uc0---:0077a9:瞩,瞩,C
A:uc0---:0077b0:瞰,瞰,cJKTHm
A:uc0---:0077cb:矋,矋,h
A:uc0---:0077e2:矢,矢,CJKTHm
A:uc0---:0077e7:矧,矧,cJ
A:uc0---:0077ef:矯,矯,JKTHm
A:uc0---:0077eb:矫,矫,C
A:uc0---:0077ee:矮,矮,CJKTHM
A:uc0---:008e6d:蹭,蹭,Ct
A:uc0---:0077f3:石,石,CJKTHM
A:uc0---:0078ef:磯,磯,JKTHM
A:uc0---:0077f6:矶,矶,c
A:uc0---:00792c:礬,礬,JKTHm
A:uc0---:0077fe:矾,矾,C
A:uc0---:007926:礦,礦,JTHM
A:uc0---:00945b:鑛,鑛,JKt
A:uc0---:0077ff:矿,矿,C
A:uc0---:00783f:砿,砿,J
A:uc0---:009271:鉱,鉱,J
A:uc0---:007800:砀,砀,c
A:uc0---:0078bc:碼,碼,KTHM
A:uc0---:007801:码,码,C
A:uc0---:007e96:纖,纖,KTHM
A:uc0---:007e34:縴,縴,T
A:uc0---:007e4a:繊,繊,Jt
A:uc0---:007ea4:纤,纤,C
A:uc0---:007812:砒,砒,CJKtm
A:uc0---:00788e:碎,碎,CKTHM
A:uc0---:007815:砕,砕,J
A:uc0---:00786f:硯,硯,JKTHm
A:uc0---:00781a:砚,砚,C
A:uc0---:009248:鉈,鉈,Jt
A:uc0---:007823:砣,砣,ct
A:uc0---:0094ca:铊,铊,c
A:uc0---:007827:砧,砧,CJKTHm
A:uc0---:00792a:礪,礪,JKTHm
A:uc0---:00783a:砺,砺,cJ
A:uc0---:007931:礱,礱,t
A:uc0---:00783b:砻,砻,c
A:uc0---:00792b:礫,礫,JKTHm
A:uc0---:00783e:砾,砾,C
A:uc0---:00790e:礎,礎,JKTHM
A:uc0---:007840:础,础,C
A:uc0---:0078a9:碩,碩,JKTHM
A:uc0---:007855:硕,硕,C
A:uc0---:00785a:硚,硚,c
A:uc0---:0078ba:確,確,JKTHM
A:uc0---:00786e:确,确,C
A:uc0---:0078bb:碻,碻,K
A:uc0---:0078e7:磧,磧,JKT
A:uc0---:00789b:碛,碛,c
A:uc0---:0078ca:磊,磊,CJKTHm
A:uc0---:007912:礒,礒,J
A:uc0---:007934:礴,礴,cT
A:uc0---:007921:礡,礡,tm
A:uc0---:007f50:罐,罐,CJKTHM
A:uc0---:007f36:缶,缶,cJKTH
A:uc0---:009475:鑵,鑵,J
A:uc0---:0079ae:禮,禮,JKTHM
A:uc0---:00793c:礼,礼,CJ
A:uc0---:0079a1:禡,禡,hm
A:uc0---:007995:禕,禕,t
A:uc0---:0079d8:秘,秘,CJKThM
A:uc0---:007955:祕,祕,kTH
A:uc0---:007b97:算,算,CJKTHM
A:uc0---:007962:祢,祢,cJ
A:uc0---:0079b0:禰,禰,J
A:uc0---:00798e:禎,禎,JKTHm
A:uc0---:00796f:祯,祯,c
A:uc0---:0079b1:禱,禱,KTHm
A:uc0---:007977:祷,祷,CJ
A:uc0---:00798d:禍,禍,JKTHM
A:uc0---:007978:祸,祸,C
A:uc0---:00797f:祿,祿,KTHM
A:uc0---:007984:禄,禄,CJ
A:uc0---:0079aa:禪,禪,KTHM
A:uc0---:007985:禅,禅,cJ
A:uc0---:00797a:祺,祺,cJKTHM
A:uc0---:0096e2:離,離,JKTHM
A:uc0---:0079bb:离,离,Ck
A:uc0---:0079bf:禿,禿,JKTHm
A:uc0---:0079c3:秃,秃,C
A:uc0---:007a08:稈,稈,JKTHm
A:uc0---:0079c6:秆,秆,C
A:uc0---:0079c8:秈,秈,T
A:uc0---:007a2e:種,種,JKTHM
A:uc0---:0079cd:种,种,C
A:uc0---:008017:耗,耗,CJKTHM
A:uc0---:008018:耘,耘,CJKTHm
A:uc0---:007cb3:粳,粳,CKTHm
A:uc0---:0079d5:秕,秕,cK
A:uc0---:007c83:粃,粃,K
A:uc0---:007a4d:積,積,JKTHM
A:uc0---:0079ef:积,积,C
A:uc0---:0079f8:秸,秸,C
A:uc0---:0079fb:移,移,CJKTHM
A:uc0---:007a62:穢,穢,JKTHm
A:uc0---:0079fd:秽,秽,C
A:uc0---:007a60:穠,穠,T
A:uc0---:007a05:稅,稅,KTHM
A:uc0---:007a0e:税,税,CJ
A:uc0---:007cef:糯,糯,CJTHm
A:uc0---:007a3b:稻,稻,CKTHM
A:uc0---:007a32:稲,稲,J
A:uc0---:008c37:谷,谷,CJKTHM
A:uc0---:007a40:穀,穀,cJKTHm
A:uc0---:007a57:穗,穗,CJKTHM
A:uc0---:007a42:穂,穂,J
A:uc0---:007ce0:糠,糠,CJKTHm
A:uc0---:007a4e:穎,穎,JKTHM
A:uc0---:009896:颖,颖,C
A:uc0---:009834:頴,頴,J
A:uc0---:007a61:穡,穡,KTH
A:uc0---:007a51:穑,穑,c
A:uc0---:007a70:穰,穰,cJK
A:uc0---:007a63:穣,穣,J
A:uc0---:007aae:窮,窮,JKTHM
A:uc0---:007a77:穷,穷,C
A:uc0---:007aca:竊,竊,KTHM
A:uc0---:007a83:窃,窃,CJ
A:uc0---:007a96:窖,窖,CTHm
A:uc0---:007ac5:竅,竅,KTHm
A:uc0---:007a8d:窍,窍,C
A:uc0---:007aaf:窯,窯,JKTHm
A:uc0---:007a91:窑,窑,C
A:uc0---:007ab0:窰,窰,h
A:uc0---:007ac4:竄,竄,JKTHM
A:uc0---:007a9c:窜,窜,C
A:uc0---:007aa9:窩,窩,JKTHM
A:uc0---:007a9d:窝,窝,C
A:uc0---:007aba:窺,窺,JKTHM
A:uc0---:007aa5:窥,窥,C
A:uc0---:007ac7:竇,竇,KTHM
A:uc0---:007aa6:窦,窦,c
A:uc0---:008c4e:豎,豎,THM
A:uc0---:007aea:竪,竪,JK
A:uc0---:007ad6:竖,竖,C
A:uc0---:007af6:競,競,JKTHM
A:uc0---:007ade:竞,竞,C
A:uc0---:007bea:篪,篪,tm
A:uc0---:007b8e:箎,箎,t
A:uc0---:007aff:竿,竿,CJKTHm
A:uc0---:007be4:篤,篤,JKTHm
A:uc0---:007b03:笃,笃,c
A:uc0---:007b4d:筍,筍,JKTHm
A:uc0---:007b0b:笋,笋,C
A:uc0---:007be6:篦,篦,cT
A:uc0---:007b86:箆,箆,J
A:uc0---:007b46:筆,筆,JKTHM
A:uc0---:007b14:笔,笔,C
A:uc0---:007b67:筧,筧,JT
A:uc0---:007b1b:笛,笛,CJKTHM
A:uc0---:007c60:籠,籠,JKTHM
A:uc0---:007b3c:笼,笼,C
A:uc0---:007bed:篭,篭,J
A:uc0---:007b50:筐,筐,CJKTHm
A:uc0---:007bc9:築,築,JKTHM
A:uc0---:007b51:筑,筑,CJKTh
A:uc0---:007b54:答,答,CJKTHM
A:uc0---:007b56:策,策,CJKTHM
A:uc0---:007bf3:篳,篳,Jt
A:uc0---:007b5a:筚,筚,c
A:uc0---:007be9:篩,篩,KTHm
A:uc0---:007b5b:筛,筛,C
A:uc0---:007b8f:箏,箏,JKTHM
A:uc0---:007b5d:筝,筝,c
A:uc0---:007ba1:管,管,CJKTHM
A:uc0---:007b66:筦,筦,t
A:uc0---:007bb8:箸,箸,cJKTm
A:uc0---:007b6f:筯,筯,t
A:uc0---:007be0:篠,篠,JKT
A:uc0---:007b71:筱,筱,cthm
A:uc0---:007c4c:籌,籌,JKTHM
A:uc0---:007b79:筹,筹,C
A:uc0---:007c3d:簽,簽,KTHM
A:uc0---:007c64:籤,籤,KTHM
A:uc0---:007b7e:签,签,C
A:uc0---:007b8d:箍,箍,Cthm
A:uc0---:007c59:籙,籙,t
A:uc0---:007c43:籃,籃,JKTHM
A:uc0---:007bee:篮,篮,C
A:uc0---:007c00:簀,簀,J
A:uc0---:007c5c:籜,籜,t
A:uc0---:007c6e:籮,籮,THm
A:uc0---:007ba9:箩,箩,C
A:uc0---:007c1e:簞,簞,JKTH
A:uc0---:007baa:箪,箪,c
A:uc0---:007bdb:篛,篛,T
A:uc0---:007bac:箬,箬,t
A:uc0---:007bb4:箴,箴,cJKTHm
A:uc0---:0091dd:針,針,JKTHM
A:uc0---:00937c:鍼,鍼,JK
A:uc0---:009488:针,针,C
A:uc0---:008303:范,范,CJKTHm
A:uc0---:007bc4:範,範,JKTHM
A:uc0---:007b35:笵,笵,t
A:uc0---:007c23:簣,簣,JTHm
A:uc0---:007c0d:簍,簍,THm
A:uc0---:007bd3:篓,篓,C
A:uc0---:007be1:篡,篡,CTHm
A:uc0---:007c12:簒,簒,JK
A:uc0---:007c6c:籬,籬,JKTHm
A:uc0---:007bf1:篱,篱,C
A:uc0---:0084d1:蓑,蓑,CJKTHm
A:uc0---:007c11:簑,簑,JT
A:uc0---:007c14:簔,簔,J
A:uc0---:007c5f:籟,籟,JTH
A:uc0---:007c41:籁,籁,c
A:uc0---:0085e4:藤,藤,CJKTHM
A:uc0---:007c50:籐,籐,JTm
A:uc0---:007c54:籔,籔,J
A:uc0---:007c65:籥,籥,T
A:uc0---:007cf4:糴,糴,Jt
A:uc0---:007c74:籴,籴,c
A:uc0---:00985e:類,類,JKTHM
A:uc0---:007c7b:类,类,C
A:uc0---:007cb9:粹,粹,CKTHM
A:uc0---:007c8b:粋,粋,J
A:uc0---:007c97:粗,粗,CJKTHM
A:uc0---:009e81:麁,麁,J
A:uc0---:007c98:粘,粘,CJKthm
A:uc0---:009ecf:黏,黏,cTHM
A:uc0---:008085:肅,肅,KTHM
A:uc0---:008083:肃,肃,C
A:uc0---:007c9b:粛,粛,J
A:uc0---:007cb5:粵,粵,THM
A:uc0---:007ca4:粤,粤,CJ
A:uc0---:007ca5:粥,粥,CJKTHM
A:uc0---:007cde:糞,糞,JKTHm
A:uc0---:007caa:粪,粪,C
A:uc0---:007ce7:糧,糧,JKTHM
A:uc0---:007cae:粮,粮,CK
A:uc0---:007cbd:粽,粽,cJTHM
A:uc0---:007cdd:糝,糝,T
A:uc0---:007c78:籸,籸,t
A:uc0---:007cd5:糕,糕,CTHM
A:uc0---:007cd6:糖,糖,CJKTHM
A:uc0---:0091a3:醣,醣,THm
A:uc0---:00906d:遭,遭,CJKTHM
A:uc0---:007cdf:糟,糟,CJKTHM
A:uc0---:008e67:蹧,蹧,t
A:uc0---:007cfe:糾,糾,JKTHM
A:uc0---:007ea0:纠,纠,C
A:uc0---:007cfa:糺,糺,J
A:uc0---:007d00:紀,紀,JKTHM
A:uc0---:007eaa:纪,纪,C
A:uc0---:007d02:紂,紂,JKTHm
A:uc0---:007ea3:纣,纣,c
A:uc0---:007d04:約,約,JKTHM
A:uc0---:007ea6:约,约,C
A:uc0---:007d05:紅,紅,JKTHM
A:uc0---:007ea2:红,红,C
A:uc0---:007d06:紆,紆,JKT
A:uc0---:007d07:紇,紇,KTH
A:uc0---:007ea5:纥,纥,c
A:uc0---:007d08:紈,紈,Kt
A:uc0---:007ea8:纨,纨,c
A:uc0---:007d09:紉,紉,THm
A:uc0---:007eab:纫,纫,C
A:uc0---:007d0b:紋,紋,JKTHM
A:uc0---:007eb9:纹,纹,C
A:uc0---:007d0d:納,納,JKTHM
A:uc0---:007eb3:纳,纳,C
A:uc0---:007d10:紐,紐,JKTHM
A:uc0---:007ebd:纽,纽,C
A:uc0---:007d13:紓,紓,thM
A:uc0---:007d14:純,純,JKTHM
A:uc0---:007eaf:纯,纯,C
A:uc0---:007d15:紕,紕,TH
A:uc0---:007eb0:纰,纰,c
A:uc0---:007d17:紗,紗,JKTHM
A:uc0---:007eb1:纱,纱,C
A:uc0---:007d18:紘,紘,JKt
A:uc0---:007d1a:級,級,JKTHM
A:uc0---:007ea7:级,级,C
A:uc0---:007d1b:紛,紛,JKTHM
A:uc0---:007eb7:纷,纷,C
A:uc0---:007d1c:紜,紜,THm
A:uc0---:007ead:纭,纭,c
A:uc0---:00895f:襟,襟,CJKTHm
A:uc0---:00887f:衿,衿,cJK
A:uc0---:007d21:紡,紡,JKTHM
A:uc0---:007eba:纺,纺,C
A:uc0---:007dca:緊,緊,JKTHM
A:uc0---:007d27:紧,紧,C
A:uc0---:007d2f:累,累,CJKTHM
A:uc0---:007e8d:纍,纍,thm
A:uc0---:007d30:細,細,JKTHM
A:uc0---:007ec6:细,细,C
A:uc0---:007d31:紱,紱,T
A:uc0---:007d32:紲,紲,T
A:uc0---:007d33:紳,紳,JKTHM
A:uc0---:007ec5:绅,绅,C
A:uc0---:007d35:紵,紵,K
A:uc0---:007d3a:紺,紺,JKt
A:uc0---:007ec0:绀,绀,c
A:uc0---:007d3c:紼,紼,THm
A:uc0---:007d40:絀,絀,THm
A:uc0---:007ecc:绌,绌,c
A:uc0---:007d42:終,終,JKTHM
A:uc0---:007ec8:终,终,C
A:uc0---:007d44:組,組,JKTHM
A:uc0---:007ec4:组,组,C
A:uc0---:007d46:絆,絆,JKTHm
A:uc0---:007eca:绊,绊,C
A:uc0---:007d4b:絋,絋,J
A:uc0---:007d56:絖,絖,J
A:uc0---:007d93:經,經,JKTHM
A:uc0---:007ecf:经,经,C
A:uc0---:007d4c:経,経,J
A:uc0---:007d55:絕,絕,THM
A:uc0---:007d76:絶,絶,JK
A:uc0---:007edd:绝,绝,C
A:uc0---:007d5b:絛,絛,JT
A:uc0---:007ee6:绦,绦,C
A:uc0---:007e27:縧,縧,t
A:uc0---:007daf:綯,綯,J
A:uc0---:007d5e:絞,絞,JKTHm
A:uc0---:007ede:绞,绞,C
A:uc0---:007d61:絡,絡,JKTHM
A:uc0---:007edc:络,络,C
A:uc0---:007d62:絢,絢,JKTHm
A:uc0---:007eda:绚,绚,C
A:uc0---:0080cc:背,背,CJKTHM
A:uc0---:0063f9:揹,揹,T
A:uc0---:007d66:給,給,JKTHM
A:uc0---:007ed9:给,给,C
A:uc0---:007d70:絰,絰,T
A:uc0---:007d71:統,統,JKTHM
A:uc0---:007edf:统,统,C
A:uc0---:007d73:絳,絳,KTm
A:uc0---:007edb:绛,绛,c
A:uc0---:007e6a:繪,繪,JKTHM
A:uc0---:007ed8:绘,绘,C
A:uc0---:007d75:絵,絵,J
A:uc0---:007d79:絹,絹,JKTHm
A:uc0---:007ee2:绢,绢,C
A:uc0---:007d7a:絺,絺,t
A:uc0---:007d81:綁,綁,THM
A:uc0---:007ed1:绑,绑,C
A:uc0---:007e61:繡,繡,KTHM
A:uc0---:007d89:綉,綉,th
A:uc0---:007ee3:绣,绣,C
A:uc0---:007e4d:繍,繍,J
A:uc0---:007d8f:綏,綏,JKTHm
A:uc0---:007ee5:绥,绥,C
A:uc0---:007e7c:繼,繼,KTHM
A:uc0---:007ee7:继,继,C
A:uc0---:007d99:継,継,J
A:uc0---:007e8c:續,續,KTHM
A:uc0---:007eed:续,续,C
A:uc0---:007d9a:続,続,J
A:uc0---:007d9c:綜,綜,JKTHM
A:uc0---:007efc:综,综,C
A:uc0---:007d9e:綞,綞,TH
A:uc0---:007da3:綣,綣,t
A:uc0---:007dda:線,線,JKTHM
A:uc0---:007dab:綫,綫,Jh
A:uc0---:007ebf:线,线,C
A:uc0---:007dac:綬,綬,JKTm
A:uc0---:007ef6:绶,绶,c
A:uc0---:007dad:維,維,JKTHM
A:uc0---:007ef4:维,维,C
A:uc0---:007db0:綰,綰,TH
A:uc0---:007efe:绾,绾,c
A:uc0---:007db1:綱,綱,JKTHM
A:uc0---:007eb2:纲,纲,C
A:uc0---:007e43:繃,繃,JKTHm
A:uc0---:007ef7:绷,绷,C
A:uc0---:007db4:綴,綴,JKTHm
A:uc0---:007f00:缀,缀,C
A:uc0---:007db8:綸,綸,JKTHm
A:uc0---:007eb6:纶,纶,C
A:uc0---:007efa:绺,绺,c
A:uc0---:007dba:綺,綺,JKTHM
A:uc0---:007eee:绮,绮,c
A:uc0---:007dbd:綽,綽,JKTHM
A:uc0---:007ef0:绰,绰,C
A:uc0---:007dbe:綾,綾,JKTHm
A:uc0---:007eeb:绫,绫,c
A:uc0---:007dbf:綿,綿,JKTHM
A:uc0---:007ef5:绵,绵,C
A:uc0---:007ddc:緜,緜,t
A:uc0---:007dc4:緄,緄,t
A:uc0---:007dc7:緇,緇,KTHm
A:uc0---:007dcb:緋,緋,JKthM
A:uc0---:007eef:绯,绯,c
A:uc0---:007dd2:緒,緒,JTHM
A:uc0---:007eea:绪,绪,C
A:uc0---:007dd6:緖,緖,K
A:uc0---:007dd8:緘,緘,JKTHm
A:uc0---:007f04:缄,缄,C
A:uc0---:007dd9:緙,緙,T
A:uc0---:007f02:缂,缂,c
A:uc0---:007ddd:緝,緝,KTHM
A:uc0---:007f09:缉,缉,C
A:uc0---:007dde:緞,緞,JKTHm
A:uc0---:007f0e:缎,缎,C
A:uc0---:007de0:締,締,JKTHM
A:uc0---:007f14:缔,缔,C
A:ucsym-:003006:〆,〆,J
A:uc0---:007de3:緣,緣,KTHM
A:uc0---:007f18:缘,缘,C
A:uc0---:007e01:縁,縁,J
A:uc0---:007de8:編,編,JKTHM
A:uc0---:007f16:编,编,C
A:uc0---:007de9:緩,緩,JKTHM
A:uc0---:007f13:缓,缓,C
A:uc0---:007dec:緬,緬,JKTHM
A:uc0---:007f05:缅,缅,C
A:uc0---:007def:緯,緯,JKTHm
A:uc0---:007eac:纬,纬,C
A:uc0---:007df4:練,練,JKTHM
A:uc0---:007ec3:练,练,C
A:uc0---:007df9:緹,緹,Tm
A:uc0---:007f07:缇,缇,c
A:uc0---:0081f4:致,致,CJKTHM
A:uc0---:007dfb:緻,緻,JKTHM
A:uc0---:007e15:縕,縕,K
A:uc0---:0097de:韞,韞,t
A:uc0---:0097eb:韫,韫,c
A:uc0---:007e08:縈,縈,THm
A:uc0---:008426:萦,萦,c
A:uc0---:007e09:縉,縉,KTh
A:uc0---:007f19:缙,缙,c
A:uc0---:007e0a:縊,縊,JKTHm
A:uc0---:007f22:缢,缢,c
A:uc0---:007e0b:縋,縋,J
A:uc0---:007e11:縑,縑,TH
A:uc0---:007e1b:縛,縛,JKTm
A:uc0---:007f1a:缚,缚,C
A:uc0---:007e1d:縝,縝,KTm
A:uc0---:007f1c:缜,缜,c
A:uc0---:007e1e:縞,縞,JKT
A:uc0---:007e31:縱,縱,KTHM
A:uc0---:007eb5:纵,纵,C
A:uc0---:007e26:縦,縦,J
A:uc0---:007e2b:縫,縫,JKTHM
A:uc0---:007f1d:缝,缝,C
A:uc0---:008935:褵,褵,t
A:uc0---:007e2d:縭,縭,t
A:uc0---:007e2e:縮,縮,JKTHM
A:uc0---:007f29:缩,缩,C
A:uc0---:007e32:縲,縲,TH
A:uc0---:007f27:缧,缧,c
A:uc0---:007e35:縵,縵,T
A:uc0---:007f26:缦,缦,c
A:uc0---:007e37:縷,縷,JKTHm
A:uc0---:007f15:缕,缕,C
A:uc0---:007e39:縹,縹,JT
A:uc0---:007f25:缥,缥,c
A:uc0---:007e41:繁,繁,CJKTHM
A:uc0---:007e45:繅,繅,THm
A:uc0---:007e70:繰,繰,JK
A:uc0---:007f2b:缫,缫,c
A:uc0---:007f32:缲,缲,c
A:uc0---:007e46:繆,繆,JKTHM
A:uc0---:007f2a:缪,缪,c
A:uc0---:008941:襁,襁,cKt
A:uc0---:007e48:繈,繈,T
A:uc0---:007e52:繒,繒,KT
A:uc0---:007e54:織,織,JKTHM
A:uc0---:007ec7:织,织,C
A:uc0---:007e55:繕,繕,JKTHm
A:uc0---:007f2e:缮,缮,C
A:uc0---:007ffb:翻,翻,CJTHM
A:uc0---:007e59:繙,繙,JT
A:uc0---:0098dc:飜,飜,K
A:uc0---:007e5a:繚,繚,JTHm
A:uc0---:007f2d:缭,缭,c
A:uc0---:007e5e:繞,繞,JKTHM
A:uc0---:007ed5:绕,绕,C
A:uc0---:009076:遶,遶,t
A:uc0---:007e6d:繭,繭,JKTHm
A:uc0---:008327:茧,茧,C
A:uc0---:0097c1:韁,韁,THm
A:uc0---:007e6e:繮,繮,t
A:uc0---:007f30:缰,缰,c
A:uc0---:007e73:繳,繳,THM
A:uc0---:007f34:缴,缴,C
A:uc0---:007e79:繹,繹,JKTHM
A:uc0---:007ece:绎,绎,C
A:uc0---:007e7b:繻,繻,Jt
A:uc0---:007e7d:繽,繽,THM
A:uc0---:007f24:缤,缤,c
A:uc0---:007e7e:繾,繾,t
A:uc0---:007e82:纂,纂,CJKTHm
A:uc0---:007e88:纈,纈,J
A:uc0---:007e98:纘,纘,Kt
A:uc0---:007e8f:纏,纏,JKTHM
A:uc0---:007f20:缠,缠,C
A:uc0---:007e92:纒,纒,J
A:uc0---:007e93:纓,纓,JKTHm
A:uc0---:007f28:缨,缨,C
A:uc0---:007f3d:缽,缽,THm
A:uc0---:009262:鉢,鉢,JK
A:uc0---:0094b5:钵,钵,C
A:uc0---:007f45:罅,罅,Jthm
A:uc0---:007f85:羅,羅,JKTHM
A:uc0---:007f57:罗,罗,C
A:uc0---:007f70:罰,罰,JKTHM
A:uc0---:007f5a:罚,罚,C
A:uc0---:007f77:罷,罷,JKTHM
A:uc0---:007f62:罢,罢,C
A:uc0---:007f6a:罪,罪,CJKTHM
A:uc0---:007f86:羆,羆,J
A:uc0---:007f74:罴,罴,c
A:uc0---:007f87:羇,羇,J
A:uc0---:007f8c:羌,羌,CKTH
A:uc0---:007f8e:美,美,CJKTHM
A:uc0---:007fa5:羥,羥,t
A:uc0---:007f9f:羟,羟,c
A:uc0---:007fa8:羨,羨,JKTHM
A:uc0---:007fa1:羡,羡,Ct
A:uc0---:007fa4:群,群,CJKThM
A:uc0---:007fb9:羹,羹,CJKTHm
A:uc0---:007fb6:羶,羶,THm
A:uc0---:0081bb:膻,膻,ct
A:uc0---:007fc5:翅,翅,CJKTHM
A:uc0---:007fe0:翠,翠,CJKTHM
A:uc0---:007ff9:翹,翹,JKTHm
A:uc0---:007fd8:翘,翘,C
A:uc0---:007fec:翬,翬,t
A:uc0---:007fda:翚,翚,c
A:uc0---:007ff1:翱,翱,CTHm
A:uc0---:008001:老,老,CJKTHM
A:uc0---:008009:耉,耉,K
A:uc0---:008008:耈,耈,k
A:uc0---:008010:耐,耐,CJKTHM
A:uc0---:008019:耙,耙,CTHm
A:uc0---:009200:鈀,鈀,t
A:uc0---:0092e4:鋤,鋤,JKTHm
A:uc0---:009504:锄,锄,C
A:uc0---:008028:耨,耨,cT
A:uc0---:008073:聳,聳,JKTHm
A:uc0---:008038:耸,耸,C
A:uc0---:008043:聃,聃,cK
A:uc0---:008076:聶,聶,JTHm
A:uc0---:008042:聂,聂,C
A:uc0---:00807e:聾,聾,JKTHM
A:uc0---:00804b:聋,聋,C
A:uc0---:008077:職,職,JKTHM
A:uc0---:00804c:职,职,C
A:uc0---:00806f:聯,聯,JKTHM
A:uc0---:008054:联,联,C
A:uc0---:00805e:聞,聞,JKTHM
A:uc0---:0095fb:闻,闻,C
A:uc0---:008070:聰,聰,JKTHM
A:uc0---:00806a:聪,聪,C
A:uc0---:008061:聡,聡,J
A:uc0---:008075:聵,聵,t
A:uc0---:008069:聩,聩,c
A:uc0---:008087:肇,肇,CJKTHM
A:uc0---:0080f3:胳,胳,CTHm
A:uc0---:0097cc:韌,韌,THM
A:uc0---:00976d:靭,靭,Kt
A:uc0---:0097e7:韧,韧,C
A:uc0---:009771:靱,靱,J
A:uc0---:008178:腸,腸,JKTHM
A:uc0---:0080a0:肠,肠,C
A:uc0---:0080a1:股,股,CJKTHM
A:uc0---:0080a2:肢,肢,CJKTHM
A:uc0---:00819a:膚,膚,JKTHM
A:uc0---:0080a4:肤,肤,C
A:uc0---:0080da:胚,胚,CJKTHm
A:uc0---:0080af:肯,肯,CJKTHM
A:uc0---:0080b4:肴,肴,cJKTHm
A:uc0---:00991a:餚,餚,Tm
A:uc0---:00814e:腎,腎,JKTHM
A:uc0---:0080be:肾,肾,C
A:uc0---:0081bd:膽,膽,KTHM
A:uc0---:0080c6:胆,胆,CJ
A:uc0---:0080de:胞,胞,CJKTHM
A:uc0---:009871:顱,顱,JTHm
A:uc0---:0081da:臚,臚,JTHm
A:uc0---:009885:颅,颅,C
A:uc0---:0080ed:胭,胭,cTHm
A:uc0---:0080ef:胯,胯,CTm
A:uc0---:0081a0:膠,膠,JKTHM
