ID,UNICODE DESCRIPTION,Entity,mode,type,latex,category,op dict
U0FE73,ARABIC TAIL FRAGMENT, ,unknown,other, ,Lo,
U0FE74,ARABIC KASRATAN ISOLATED FORM, ,unknown,other, ,Lo,
U0FE76,ARABIC FATHA ISOLATED FORM, ,unknown,other, ,Lo,
U0FE77,ARABIC FATHA MEDIAL FORM, ,unknown,other, ,Lo,
U0FE78,ARABIC DAMMA ISOLATED FORM, ,unknown,other, ,Lo,
U0FE79,ARABIC DAMMA MEDIAL FORM, ,unknown,other, ,Lo,
U0FE7A,ARABIC KASRA ISOLATED FORM, ,unknown,other, ,Lo,
U0FE7B,ARABIC KASRA MEDIAL FORM, ,unknown,other, ,Lo,
U0FE7C,ARABIC SHADDA ISOLATED FORM, ,unknown,other, ,Lo,
U0FE7D,ARABIC SHADDA MEDIAL FORM, ,unknown,other, ,Lo,
U0FE7E,ARABIC SUKUN ISOLATED FORM, ,unknown,other, ,Lo,
U0FE7F,ARABIC SUKUN MEDIAL FORM, ,unknown,other, ,Lo,
U0FE80,ARABIC LETTER HAMZA ISOLATED FORM, ,unknown,other, ,Lo,
U0FE81,ARABIC LETTER ALEF WITH MADDA ABOVE ISOLATED FORM, ,unknown,other, ,Lo,
U0FE82,ARABIC LETTER ALEF WITH MADDA ABOVE FINAL FORM, ,unknown,other, ,Lo,
U0FE83,ARABIC LETTER ALEF WITH HAMZA ABOVE ISOLATED FORM, ,unknown,other, ,Lo,
U0FE84,ARABIC LETTER ALEF WITH HAMZA ABOVE FINAL FORM, ,unknown,other, ,Lo,
U0FE85,ARABIC LETTER WAW WITH HAMZA ABOVE ISOLATED FORM, ,unknown,other, ,Lo,
U0FE86,ARABIC LETTER WAW WITH HAMZA ABOVE FINAL FORM, ,unknown,other, ,Lo,
U0FE87,ARABIC LETTER ALEF WITH HAMZA BELOW ISOLATED FORM, ,unknown,other, ,Lo,
U0FE88,ARABIC LETTER ALEF WITH HAMZA BELOW FINAL FORM, ,unknown,other, ,Lo,
U0FE89,ARABIC LETTER YEH WITH HAMZA ABOVE ISOLATED FORM, ,unknown,other, ,Lo,
U0FE8A,ARABIC LETTER YEH WITH HAMZA ABOVE FINAL FORM, ,unknown,other, ,Lo,
U0FE8B,ARABIC LETTER YEH WITH HAMZA ABOVE INITIAL FORM, ,unknown,other, ,Lo,
U0FE8C,ARABIC LETTER YEH WITH HAMZA ABOVE MEDIAL FORM, ,unknown,other, ,Lo,
U0FE8D,ARABIC LETTER ALEF ISOLATED FORM, ,unknown,other, ,Lo,
U0FE8E,ARABIC LETTER ALEF FINAL FORM, ,unknown,other, ,Lo,
U0FE8F,ARABIC LETTER BEH ISOLATED FORM, ,unknown,other, ,Lo,
U0FE90,ARABIC LETTER BEH FINAL FORM, ,unknown,other, ,Lo,
U0FE91,ARABIC LETTER BEH INITIAL FORM, ,unknown,other, ,Lo,
U0FE92,ARABIC LETTER BEH MEDIAL FORM, ,unknown,other, ,Lo,
U0FE93,ARABIC LETTER TEH MARBUTA ISOLATED FORM, ,unknown,other, ,Lo,
U0FE94,ARABIC LETTER TEH MARBUTA FINAL FORM, ,unknown,other, ,Lo,
U0FE95,ARABIC LETTER TEH ISOLATED FORM, ,unknown,other, ,Lo,
U0FE96,ARABIC LETTER TEH FINAL FORM, ,unknown,other, ,Lo,
U0FE97,ARABIC LETTER TEH INITIAL FORM, ,unknown,other, ,Lo,
U0FE98,ARABIC LETTER TEH MEDIAL FORM, ,unknown,other, ,Lo,
U0FE99,ARABIC LETTER THEH ISOLATED FORM, ,unknown,other, ,Lo,
U0FE9A,ARABIC LETTER THEH FINAL FORM, ,unknown,other, ,Lo,
U0FE9B,ARABIC LETTER THEH INITIAL FORM, ,unknown,other, ,Lo,
U0FE9C,ARABIC LETTER THEH MEDIAL FORM, ,unknown,other, ,Lo,
U0FE9D,ARABIC LETTER JEEM ISOLATED FORM, ,unknown,other, ,Lo,
U0FE9E,ARABIC LETTER JEEM FINAL FORM, ,unknown,other, ,Lo,
U0FE9F,ARABIC LETTER JEEM INITIAL FORM, ,unknown,other, ,Lo,
U0FEA0,ARABIC LETTER JEEM MEDIAL FORM, ,unknown,other, ,Lo,
U0FEA1,ARABIC LETTER HAH ISOLATED FORM, ,unknown,other, ,Lo,
U0FEA2,ARABIC LETTER HAH FINAL FORM, ,unknown,other, ,Lo,
U0FEA3,ARABIC LETTER HAH INITIAL FORM, ,unknown,other, ,Lo,
U0FEA4,ARABIC LETTER HAH MEDIAL FORM, ,unknown,other, ,Lo,
U0FEA5,ARABIC LETTER KHAH ISOLATED FORM, ,unknown,other, ,Lo,
U0FEA6,ARABIC LETTER KHAH FINAL FORM, ,unknown,other, ,Lo,
U0FEA7,ARABIC LETTER KHAH INITIAL FORM, ,unknown,other, ,Lo,
U0FEA8,ARABIC LETTER KHAH MEDIAL FORM, ,unknown,other, ,Lo,
U0FEA9,ARABIC LETTER DAL ISOLATED FORM, ,unknown,other, ,Lo,
U0FEAA,ARABIC LETTER DAL FINAL FORM, ,unknown,other, ,Lo,
U0FEAB,ARABIC LETTER THAL ISOLATED FORM, ,unknown,other, ,Lo,
U0FEAC,ARABIC LETTER THAL FINAL FORM, ,unknown,other, ,Lo,
U0FEAD,ARABIC LETTER REH ISOLATED FORM, ,unknown,other, ,Lo,
U0FEAE,ARABIC LETTER REH FINAL FORM, ,unknown,other, ,Lo,
U0FEAF,ARABIC LETTER ZAIN ISOLATED FORM, ,unknown,other, ,Lo,
U0FEB0,ARABIC LETTER ZAIN FINAL FORM, ,unknown,other, ,Lo,
U0FEB1,ARABIC LETTER SEEN ISOLATED FORM, ,unknown,other, ,Lo,
U0FEB2,ARABIC LETTER SEEN FINAL FORM, ,unknown,other, ,Lo,
U0FEB3,ARABIC LETTER SEEN INITIAL FORM, ,unknown,other, ,Lo,
U0FEB4,ARABIC LETTER SEEN MEDIAL FORM, ,unknown,other, ,Lo,
U0FEB5,ARABIC LETTER SHEEN ISOLATED FORM, ,unknown,other, ,Lo,
U0FEB6,ARABIC LETTER SHEEN FINAL FORM, ,unknown,other, ,Lo,
U0FEB7,ARABIC LETTER SHEEN INITIAL FORM, ,unknown,other, ,Lo,
U0FEB8,ARABIC LETTER SHEEN MEDIAL FORM, ,unknown,other, ,Lo,
U0FEB9,ARABIC LETTER SAD ISOLATED FORM, ,unknown,other, ,Lo,
U0FEBA,ARABIC LETTER SAD FINAL FORM, ,unknown,other, ,Lo,
U0FEBB,ARABIC LETTER SAD INITIAL FORM, ,unknown,other, ,Lo,
U0FEBC,ARABIC LETTER SAD MEDIAL FORM, ,unknown,other, ,Lo,
U0FEBD,ARABIC LETTER DAD ISOLATED FORM, ,unknown,other, ,Lo,
U0FEBE,ARABIC LETTER DAD FINAL FORM, ,unknown,other, ,Lo,
U0FEBF,ARABIC LETTER DAD INITIAL FORM, ,unknown,other, ,Lo,
U0FEC0,ARABIC LETTER DAD MEDIAL FORM, ,unknown,other, ,Lo,
U0FEC1,ARABIC LETTER TAH ISOLATED FORM, ,unknown,other, ,Lo,
U0FEC2,ARABIC LETTER TAH FINAL FORM, ,unknown,other, ,Lo,
U0FEC3,ARABIC LETTER TAH INITIAL FORM, ,unknown,other, ,Lo,
U0FEC4,ARABIC LETTER TAH MEDIAL FORM, ,unknown,other, ,Lo,
U0FEC5,ARABIC LETTER ZAH ISOLATED FORM, ,unknown,other, ,Lo,
U0FEC6,ARABIC LETTER ZAH FINAL FORM, ,unknown,other, ,Lo,
U0FEC7,ARABIC LETTER ZAH INITIAL FORM, ,unknown,other, ,Lo,
U0FEC8,ARABIC LETTER ZAH MEDIAL FORM, ,unknown,other, ,Lo,
U0FEC9,ARABIC LETTER AIN ISOLATED FORM, ,unknown,other, ,Lo,
U0FECA,ARABIC LETTER AIN FINAL FORM, ,unknown,other, ,Lo,
U0FECB,ARABIC LETTER AIN INITIAL FORM, ,unknown,other, ,Lo,
U0FECC,ARABIC LETTER AIN MEDIAL FORM, ,unknown,other, ,Lo,
U0FECD,ARABIC LETTER GHAIN ISOLATED FORM, ,unknown,other, ,Lo,
U0FECE,ARABIC LETTER GHAIN FINAL FORM, ,unknown,other, ,Lo,
U0FECF,ARABIC LETTER GHAIN INITIAL FORM, ,unknown,other, ,Lo,
U0FED0,ARABIC LETTER GHAIN MEDIAL FORM, ,unknown,other, ,Lo,
U0FED1,ARABIC LETTER FEH ISOLATED FORM, ,unknown,other, ,Lo,
U0FED2,ARABIC LETTER FEH FINAL FORM, ,unknown,other, ,Lo,
U0FED3,ARABIC LETTER FEH INITIAL FORM, ,unknown,other, ,Lo,
U0FED4,ARABIC LETTER FEH MEDIAL FORM, ,unknown,other, ,Lo,
U0FED5,ARABIC LETTER QAF ISOLATED FORM, ,unknown,other, ,Lo,
U0FED6,ARABIC LETTER QAF FINAL FORM, ,unknown,other, ,Lo,
U0FED7,ARABIC LETTER QAF INITIAL FORM, ,unknown,other, ,Lo,
U0FED8,ARABIC LETTER QAF MEDIAL FORM, ,unknown,other, ,Lo,
U0FED9,ARABIC LETTER KAF ISOLATED FORM, ,unknown,other, ,Lo,
U0FEDA,ARABIC LETTER KAF FINAL FORM, ,unknown,other, ,Lo,
U0FEDB,ARABIC LETTER KAF INITIAL FORM, ,unknown,other, ,Lo,
U0FEDC,ARABIC LETTER KAF MEDIAL FORM, ,unknown,other, ,Lo,
U0FEDD,ARABIC LETTER LAM ISOLATED FORM, ,unknown,other, ,Lo,
U0FEDE,ARABIC LETTER LAM FINAL FORM, ,unknown,other, ,Lo,
U0FEDF,ARABIC LETTER LAM INITIAL FORM, ,unknown,other, ,Lo,
U0FEE0,ARABIC LETTER LAM MEDIAL FORM, ,unknown,other, ,Lo,
U0FEE1,ARABIC LETTER MEEM ISOLATED FORM, ,unknown,other, ,Lo,
U0FEE2,ARABIC LETTER MEEM FINAL FORM, ,unknown,other, ,Lo,
U0FEE3,ARABIC LETTER MEEM INITIAL FORM, ,unknown,other, ,Lo,
U0FEE4,ARABIC LETTER MEEM MEDIAL FORM, ,unknown,other, ,Lo,
U0FEE5,ARABIC LETTER NOON ISOLATED FORM, ,unknown,other, ,Lo,
U0FEE6,ARABIC LETTER NOON FINAL FORM, ,unknown,other, ,Lo,
U0FEE7,ARABIC LETTER NOON INITIAL FORM, ,unknown,other, ,Lo,
U0FEE8,ARABIC LETTER NOON MEDIAL FORM, ,unknown,other, ,Lo,
U0FEE9,ARABIC LETTER HEH ISOLATED FORM, ,unknown,other, ,Lo,
U0FEEA,ARABIC LETTER HEH FINAL FORM, ,unknown,other, ,Lo,
U0FEEB,ARABIC LETTER HEH INITIAL FORM, ,unknown,other, ,Lo,
U0FEEC,ARABIC LETTER HEH MEDIAL FORM, ,unknown,other, ,Lo,
U0FEED,ARABIC LETTER WAW ISOLATED FORM, ,unknown,other, ,Lo,
U0FEEE,ARABIC LETTER WAW FINAL FORM, ,unknown,other, ,Lo,
U0FEEF,ARABIC LETTER ALEF MAKSURA ISOLATED FORM, ,unknown,other, ,Lo,
U0FEF0,ARABIC LETTER ALEF MAKSURA FINAL FORM, ,unknown,other, ,Lo,
U0FEF1,ARABIC LETTER YEH ISOLATED FORM, ,unknown,other, ,Lo,
U0FEF2,ARABIC LETTER YEH FINAL FORM, ,unknown,other, ,Lo,
U0FEF3,ARABIC LETTER YEH INITIAL FORM, ,unknown,other, ,Lo,
U0FEF4,ARABIC LETTER YEH MEDIAL FORM, ,unknown,other, ,Lo,
U0FEF5,ARABIC LIGATURE LAM WITH ALEF WITH MADDA ABOVE ISOLATED FORM, ,unknown,other, ,Lo,
U0FEF6,ARABIC LIGATURE LAM WITH ALEF WITH MADDA ABOVE FINAL FORM, ,unknown,other, ,Lo,
U0FEF7,ARABIC LIGATURE LAM WITH ALEF WITH HAMZA ABOVE ISOLATED FORM, ,unknown,other, ,Lo,
U0FEF8,ARABIC LIGATURE LAM WITH ALEF WITH HAMZA ABOVE FINAL FORM, ,unknown,other, ,Lo,
U0FEF9,ARABIC LIGATURE LAM WITH ALEF WITH HAMZA BELOW ISOLATED FORM, ,unknown,other, ,Lo,
U0FEFA,ARABIC LIGATURE LAM WITH ALEF WITH HAMZA BELOW FINAL FORM, ,unknown,other, ,Lo,
U0FEFB,ARABIC LIGATURE LAM WITH ALEF ISOLATED FORM, ,unknown,other, ,Lo,
U0FEFC,ARABIC LIGATURE LAM WITH ALEF FINAL FORM, ,unknown,other, ,Lo,
U0FEFF,ZERO WIDTH NO-BREAK SPACE, ,unknown,other, ,Cf,
U0FF01,FULLWIDTH EXCLAMATION MARK, , , , ,Po,
U0FF02,FULLWIDTH QUOTATION MARK, , , , ,Po,
U0FF03,FULLWIDTH NUMBER SIGN, , , , ,Po,
U0FF04,FULLWIDTH DOLLAR SIGN, , , , ,Sc,
U0FF05,FULLWIDTH PERCENT SIGN, , , , ,Po,
U0FF06,FULLWIDTH AMPERSAND, , , , ,Po,
U0FF07,FULLWIDTH APOSTROPHE, , , , ,Po,
U0FF08,FULLWIDTH LEFT PARENTHESIS, , , , ,Ps,
U0FF09,FULLWIDTH RIGHT PARENTHESIS, , , , ,Pe,
U0FF0A,FULLWIDTH ASTERISK, , , , ,Po,
U0FF0B,FULLWIDTH PLUS SIGN, , , , ,Sm,
U0FF0C,FULLWIDTH COMMA, , , , ,Po,
U0FF0D,FULLWIDTH HYPHEN-MINUS, , , , ,Pd,
U0FF0E,FULLWIDTH FULL STOP, , , , ,Po,
U0FF0F,FULLWIDTH SOLIDUS, , , , ,Po,
U0FF10,FULLWIDTH DIGIT ZERO, , , , ,Nd,
U0FF11,FULLWIDTH DIGIT ONE, , , , ,Nd,
U0FF12,FULLWIDTH DIGIT TWO, , , , ,Nd,
U0FF13,FULLWIDTH DIGIT THREE, , , , ,Nd,
U0FF14,FULLWIDTH DIGIT FOUR, , , , ,Nd,
U0FF15,FULLWIDTH DIGIT FIVE, , , , ,Nd,
U0FF16,FULLWIDTH DIGIT SIX, , , , ,Nd,
U0FF17,FULLWIDTH DIGIT SEVEN, , , , ,Nd,
U0FF18,FULLWIDTH DIGIT EIGHT, , , , ,Nd,
U0FF19,FULLWIDTH DIGIT NINE, , , , ,Nd,
U0FF1A,FULLWIDTH COLON, , , , ,Po,
U0FF1B,FULLWIDTH SEMICOLON, , , , ,Po,
U0FF1C,FULLWIDTH LESS-THAN SIGN, , , , ,Sm,
U0FF1D,FULLWIDTH EQUALS SIGN, , , , ,Sm,
U0FF1E,FULLWIDTH GREATER-THAN SIGN, , , , ,Sm,
U0FF1F,FULLWIDTH QUESTION MARK, , , , ,Po,
U0FF20,FULLWIDTH COMMERCIAL AT, , , , ,Po,
U0FF21,FULLWIDTH LATIN CAPITAL LETTER A, , , , ,Lu,
U0FF22,FULLWIDTH LATIN CAPITAL LETTER B, , , , ,Lu,
U0FF23,FULLWIDTH LATIN CAPITAL LETTER C, , , , ,Lu,
U0FF24,FULLWIDTH LATIN CAPITAL LETTER D, , , , ,Lu,
U0FF25,FULLWIDTH LATIN CAPITAL LETTER E, , , , ,Lu,
U0FF26,FULLWIDTH LATIN CAPITAL LETTER F, , , , ,Lu,
U0FF27,FULLWIDTH LATIN CAPITAL LETTER G, , , , ,Lu,
U0FF28,FULLWIDTH LATIN CAPITAL LETTER H, , , , ,Lu,
U0FF29,FULLWIDTH LATIN CAPITAL LETTER I, , , , ,Lu,
U0FF2A,FULLWIDTH LATIN CAPITAL LETTER J, , , , ,Lu,
U0FF2B,FULLWIDTH LATIN CAPITAL LETTER K, , , , ,Lu,
U0FF2C,FULLWIDTH LATIN CAPITAL LETTER L, , , , ,Lu,
U0FF2D,FULLWIDTH LATIN CAPITAL LETTER M, , , , ,Lu,
U0FF2E,FULLWIDTH LATIN CAPITAL LETTER N, , , , ,Lu,
U0FF2F,FULLWIDTH LATIN CAPITAL LETTER O, , , , ,Lu,
U0FF30,FULLWIDTH LATIN CAPITAL LETTER P, , , , ,Lu,
U0FF31,FULLWIDTH LATIN CAPITAL LETTER Q, , , , ,Lu,
U0FF32,FULLWIDTH LATIN CAPITAL LETTER R, , , , ,Lu,
U0FF33,FULLWIDTH LATIN CAPITAL LETTER S, , , , ,Lu,
U0FF34,FULLWIDTH LATIN CAPITAL LETTER T, , , , ,Lu,
U0FF35,FULLWIDTH LATIN CAPITAL LETTER U, , , , ,Lu,
U0FF36,FULLWIDTH LATIN CAPITAL LETTER V, , , , ,Lu,
U0FF37,FULLWIDTH LATIN CAPITAL LETTER W, , , , ,Lu,
U0FF38,FULLWIDTH LATIN CAPITAL LETTER X, , , , ,Lu,
U0FF39,FULLWIDTH LATIN CAPITAL LETTER Y, , , , ,Lu,
U0FF3A,FULLWIDTH LATIN CAPITAL LETTER Z, , , , ,Lu,
U0FF3B,FULLWIDTH LEFT SQUARE BRACKET, , , , ,Ps,
U0FF3C,FULLWIDTH REVERSE SOLIDUS, , , , ,Po,
U0FF3D,FULLWIDTH RIGHT SQUARE BRACKET, , , , ,Pe,
U0FF3E,FULLWIDTH CIRCUMFLEX ACCENT, , , , ,Sk,
U0FF3F,FULLWIDTH LOW LINE, , , , ,Pc,
U0FF40,FULLWIDTH GRAVE ACCENT, , , , ,Sk,
U0FF41,FULLWIDTH LATIN SMALL LETTER A, , , , ,Ll,
U0FF42,FULLWIDTH LATIN SMALL LETTER B, , , , ,Ll,
U0FF43,FULLWIDTH LATIN SMALL LETTER C, , , , ,Ll,
U0FF44,FULLWIDTH LATIN SMALL LETTER D, , , , ,Ll,
U0FF45,FULLWIDTH LATIN SMALL LETTER E, , , , ,Ll,
U0FF46,FULLWIDTH LATIN SMALL LETTER F, , , , ,Ll,
U0FF47,FULLWIDTH LATIN SMALL LETTER G, , , , ,Ll,
U0FF48,FULLWIDTH LATIN SMALL LETTER H, , , , ,Ll,
U0FF49,FULLWIDTH LATIN SMALL LETTER I, , , , ,Ll,
U0FF4A,FULLWIDTH LATIN SMALL LETTER J, , , , ,Ll,
U0FF4B,FULLWIDTH LATIN SMALL LETTER K, , , , ,Ll,
U0FF4C,FULLWIDTH LATIN SMALL LETTER L, , , , ,Ll,
U0FF4D,FULLWIDTH LATIN SMALL LETTER M, , , , ,Ll,
U0FF4E,FULLWIDTH LATIN SMALL LETTER N, , , , ,Ll,
U0FF4F,FULLWIDTH LATIN SMALL LETTER O, , , , ,Ll,
U0FF50,FULLWIDTH LATIN SMALL LETTER P, , , , ,Ll,
U0FF51,FULLWIDTH LATIN SMALL LETTER Q, , , , ,Ll,
U0FF52,FULLWIDTH LATIN SMALL LETTER R, , , , ,Ll,
U0FF53,FULLWIDTH LATIN SMALL LETTER S, , , , ,Ll,
U0FF54,FULLWIDTH LATIN SMALL LETTER T, , , , ,Ll,
U0FF55,FULLWIDTH LATIN SMALL LETTER U, , , , ,Ll,
U0FF56,FULLWIDTH LATIN SMALL LETTER V, , , , ,Ll,
U0FF57,FULLWIDTH LATIN SMALL LETTER W, , , , ,Ll,
U0FF58,FULLWIDTH LATIN SMALL LETTER X, , , , ,Ll,
U0FF59,FULLWIDTH LATIN SMALL LETTER Y, , , , ,Ll,
U0FF5A,FULLWIDTH LATIN SMALL LETTER Z, , , , ,Ll,
U0FF5B,FULLWIDTH LEFT CURLY BRACKET, , , , ,Ps,
U0FF5C,FULLWIDTH VERTICAL LINE, , , , ,Sm,
U0FF5D,FULLWIDTH RIGHT CURLY BRACKET, , , , ,Pe,
U0FF5E,FULLWIDTH TILDE, , , , ,Sm,
U0FF5F,FULLWIDTH LEFT WHITE PARENTHESIS, , , , ,Ps,
U0FF60,FULLWIDTH RIGHT WHITE PARENTHESIS, , , , ,Pe,
U0FF61,HALFWIDTH IDEOGRAPHIC FULL STOP, , , , ,Po,
U0FF62,HALFWIDTH LEFT CORNER BRACKET, , , , ,Ps,
U0FF63,HALFWIDTH RIGHT CORNER BRACKET, , , , ,Pe,
U0FF64,HALFWIDTH IDEOGRAPHIC COMMA, , , , ,Po,
U0FF65,HALFWIDTH KATAKANA MIDDLE DOT, , , , ,Po,
U0FF66,HALFWIDTH KATAKANA LETTER WO, , , , ,Lo,
U0FF67,HALFWIDTH KATAKANA LETTER SMALL A, , , , ,Lo,
U0FF68,HALFWIDTH KATAKANA LETTER SMALL I, , , , ,Lo,
U0FF69,HALFWIDTH KATAKANA LETTER SMALL U, , , , ,Lo,
U0FF6A,HALFWIDTH KATAKANA LETTER SMALL E, , , , ,Lo,
U0FF6B,HALFWIDTH KATAKANA LETTER SMALL O, , , , ,Lo,
U0FF6C,HALFWIDTH KATAKANA LETTER SMALL YA, , , , ,Lo,
U0FF6D,HALFWIDTH KATAKANA LETTER SMALL YU, , , , ,Lo,
U0FF6E,HALFWIDTH KATAKANA LETTER SMALL YO, , , , ,Lo,
U0FF6F,HALFWIDTH KATAKANA LETTER SMALL TU, , , , ,Lo,
U0FF70,HALFWIDTH KATAKANA-HIRAGANA PROLONGED SOUND MARK, , , , ,Lm,
U0FF71,HALFWIDTH KATAKANA LETTER A, , , , ,Lo,
U0FF72,HALFWIDTH KATAKANA LETTER I, , , , ,Lo,
U0FF73,HALFWIDTH KATAKANA LETTER U, , , , ,Lo,
U0FF74,HALFWIDTH KATAKANA LETTER E, , , , ,Lo,
U0FF75,HALFWIDTH KATAKANA LETTER O, , , , ,Lo,
U0FF76,HALFWIDTH KATAKANA LETTER KA, , , , ,Lo,
U0FF77,HALFWIDTH KATAKANA LETTER KI, , , , ,Lo,
U0FF78,HALFWIDTH KATAKANA LETTER KU, , , , ,Lo,
U0FF79,HALFWIDTH KATAKANA LETTER KE, , , , ,Lo,
U0FF7A,HALFWIDTH KATAKANA LETTER KO, , , , ,Lo,
U0FF7B,HALFWIDTH KATAKANA LETTER SA, , , , ,Lo,
U0FF7C,HALFWIDTH KATAKANA LETTER SI, , , , ,Lo,
U0FF7D,HALFWIDTH KATAKANA LETTER SU, , , , ,Lo,
U0FF7E,HALFWIDTH KATAKANA LETTER SE, , , , ,Lo,
U0FF7F,HALFWIDTH KATAKANA LETTER SO, , , , ,Lo,
U0FF80,HALFWIDTH KATAKANA LETTER TA, , , , ,Lo,
U0FF81,HALFWIDTH KATAKANA LETTER TI, , , , ,Lo,
U0FF82,HALFWIDTH KATAKANA LETTER TU, , , , ,Lo,
U0FF83,HALFWIDTH KATAKANA LETTER TE, , , , ,Lo,
U0FF84,HALFWIDTH KATAKANA LETTER TO, , , , ,Lo,
U0FF85,HALFWIDTH KATAKANA LETTER NA, , , , ,Lo,
U0FF86,HALFWIDTH KATAKANA LETTER NI, , , , ,Lo,
U0FF87,HALFWIDTH KATAKANA LETTER NU, , , , ,Lo,
U0FF88,HALFWIDTH KATAKANA LETTER NE, , , , ,Lo,
U0FF89,HALFWIDTH KATAKANA LETTER NO, , , , ,Lo,
U0FF8A,HALFWIDTH KATAKANA LETTER HA, , , , ,Lo,
U0FF8B,HALFWIDTH KATAKANA LETTER HI, , , , ,Lo,
U0FF8C,HALFWIDTH KATAKANA LETTER HU, , , , ,Lo,
U0FF8D,HALFWIDTH KATAKANA LETTER HE, , , , ,Lo,
U0FF8E,HALFWIDTH KATAKANA LETTER HO, , , , ,Lo,
U0FF8F,HALFWIDTH KATAKANA LETTER MA, , , , ,Lo,
U0FF90,HALFWIDTH KATAKANA LETTER MI, , , , ,Lo,
U0FF91,HALFWIDTH KATAKANA LETTER MU, , , , ,Lo,
U0FF92,HALFWIDTH KATAKANA LETTER ME, , , , ,Lo,
U0FF93,HALFWIDTH KATAKANA LETTER MO, , , , ,Lo,
U0FF94,HALFWIDTH KATAKANA LETTER YA, , , , ,Lo,
U0FF95,HALFWIDTH KATAKANA LETTER YU, , , , ,Lo,
U0FF96,HALFWIDTH KATAKANA LETTER YO, , , , ,Lo,
U0FF97,HALFWIDTH KATAKANA LETTER RA, , , , ,Lo,
U0FF98,HALFWIDTH KATAKANA LETTER RI, , , , ,Lo,
U0FF99,HALFWIDTH KATAKANA LETTER RU, , , , ,Lo,
U0FF9A,HALFWIDTH KATAKANA LETTER RE, , , , ,Lo,
U0FF9B,HALFWIDTH KATAKANA LETTER RO, , , , ,Lo,
U0FF9C,HALFWIDTH KATAKANA LETTER WA, , , , ,Lo,
U0FF9D,HALFWIDTH KATAKANA LETTER N, , , , ,Lo,
U0FF9E,HALFWIDTH KATAKANA VOICED SOUND MARK, , , , ,Lm,
U0FF9F,HALFWIDTH KATAKANA SEMI-VOICED SOUND MARK, , , , ,Lm,
U0FFA0,HALFWIDTH HANGUL FILLER, , , , ,Lo,
U0FFA1,HALFWIDTH HANGUL LETTER KIYEOK, , , , ,Lo,
U0FFA2,HALFWIDTH HANGUL LETTER SSANGKIYEOK, , , , ,Lo,
U0FFA3,HALFWIDTH HANGUL LETTER KIYEOK-SIOS, , , , ,Lo,
U0FFA4,HALFWIDTH HANGUL LETTER NIEUN, , , , ,Lo,
U0FFA5,HALFWIDTH HANGUL LETTER NIEUN-CIEUC, , , , ,Lo,
U0FFA6,HALFWIDTH HANGUL LETTER NIEUN-HIEUH, , , , ,Lo,
U0FFA7,HALFWIDTH HANGUL LETTER TIKEUT, , , , ,Lo,
U0FFA8,HALFWIDTH HANGUL LETTER SSANGTIKEUT, , , , ,Lo,
U0FFA9,HALFWIDTH HANGUL LETTER RIEUL, , , , ,Lo,
U0FFAA,HALFWIDTH HANGUL LETTER RIEUL-KIYEOK, , , , ,Lo,
U0FFAB,HALFWIDTH HANGUL LETTER RIEUL-MIEUM, , , , ,Lo,
U0FFAC,HALFWIDTH HANGUL LETTER RIEUL-PIEUP, , , , ,Lo,
U0FFAD,HALFWIDTH HANGUL LETTER RIEUL-SIOS, , , , ,Lo,
U0FFAE,HALFWIDTH HANGUL LETTER RIEUL-THIEUTH, , , , ,Lo,
U0FFAF,HALFWIDTH HANGUL LETTER RIEUL-PHIEUPH, , , , ,Lo,
U0FFB0,HALFWIDTH HANGUL LETTER RIEUL-HIEUH, , , , ,Lo,
U0FFB1,HALFWIDTH HANGUL LETTER MIEUM, , , , ,Lo,
U0FFB2,HALFWIDTH HANGUL LETTER PIEUP, , , , ,Lo,
U0FFB3,HALFWIDTH HANGUL LETTER SSANGPIEUP, , , , ,Lo,
U0FFB4,HALFWIDTH HANGUL LETTER PIEUP-SIOS, , , , ,Lo,
U0FFB5,HALFWIDTH HANGUL LETTER SIOS, , , , ,Lo,
U0FFB6,HALFWIDTH HANGUL LETTER SSANGSIOS, , , , ,Lo,
U0FFB7,HALFWIDTH HANGUL LETTER IEUNG, , , , ,Lo,
U0FFB8,HALFWIDTH HANGUL LETTER CIEUC, , , , ,Lo,
U0FFB9,HALFWIDTH HANGUL LETTER SSANGCIEUC, , , , ,Lo,
U0FFBA,HALFWIDTH HANGUL LETTER CHIEUCH, , , , ,Lo,
U0FFBB,HALFWIDTH HANGUL LETTER KHIEUKH, , , , ,Lo,
U0FFBC,HALFWIDTH HANGUL LETTER THIEUTH, , , , ,Lo,
U0FFBD,HALFWIDTH HANGUL LETTER PHIEUPH, , , , ,Lo,
U0FFBE,HALFWIDTH HANGUL LETTER HIEUH, , , , ,Lo,
U0FFC2,HALFWIDTH HANGUL LETTER A, , , , ,Lo,
U0FFC3,HALFWIDTH HANGUL LETTER AE, , , , ,Lo,
U0FFC4,HALFWIDTH HANGUL LETTER YA, , , , ,Lo,
U0FFC5,HALFWIDTH HANGUL LETTER YAE, , , , ,Lo,
U0FFC6,HALFWIDTH HANGUL LETTER EO, , , , ,Lo,
U0FFC7,HALFWIDTH HANGUL LETTER E, , , , ,Lo,
U0FFCA,HALFWIDTH HANGUL LETTER YEO, , , , ,Lo,
U0FFCB,HALFWIDTH HANGUL LETTER YE, , , , ,Lo,
U0FFCC,HALFWIDTH HANGUL LETTER O, , , , ,Lo,
