"cid_hex","glyph","texname"
"u/1d4ca","𝓊","mathscr-u"
"u/1d4cb","𝓋","mathscr-v"
"u/1d4cc","𝓌","mathscr-w"
"u/1d4cd","𝓍","mathscr-x"
"u/1d4ce","𝓎","mathscr-y"
"u/1d4cf","𝓏","mathscr-z"
"u/1d4d0","𝓐","mathbcal-A"
"u/1d4d1","𝓑","mathbcal-B"
"u/1d4d2","𝓒","mathbcal-C"
"u/1d4d3","𝓓","mathbcal-D"
"u/1d4d4","𝓔","mathbcal-E"
"u/1d4d5","𝓕","mathbcal-F"
"u/1d4d6","𝓖","mathbcal-G"
"u/1d4d7","𝓗","mathbcal-H"
"u/1d4d8","𝓘","mathbcal-I"
"u/1d4d9","𝓙","mathbcal-J"
"u/1d4da","𝓚","mathbcal-K"
"u/1d4db","𝓛","mathbcal-L"
"u/1d4dc","𝓜","mathbcal-M"
"u/1d4dd","𝓝","mathbcal-N"
"u/1d4de","𝓞","mathbcal-O"
"u/1d4df","𝓟","mathbcal-P"
"u/1d4e0","𝓠","mathbcal-Q"
"u/1d4e1","𝓡","mathbcal-R"
"u/1d4e2","𝓢","mathbcal-S"
"u/1d4e3","𝓣","mathbcal-T"
"u/1d4e4","𝓤","mathbcal-U"
"u/1d4e5","𝓥","mathbcal-V"
"u/1d4e6","𝓦","mathbcal-W"
"u/1d4e7","𝓧","mathbcal-X"
"u/1d4e8","𝓨","mathbcal-Y"
"u/1d4e9","𝓩","mathbcal-Z"
"u/1d4ea","𝓪","mathbcal-a"
"u/1d4eb","𝓫","mathbcal-b"
"u/1d4ec","𝓬","mathbcal-c"
"u/1d4ed","𝓭","mathbcal-d"
"u/1d4ee","𝓮","mathbcal-e"
"u/1d4ef","𝓯","mathbcal-f"
"u/1d4f0","𝓰","mathbcal-g"
"u/1d4f1","𝓱","mathbcal-h"
"u/1d4f2","𝓲","mathbcal-i"
"u/1d4f3","𝓳","mathbcal-j"
"u/1d4f4","𝓴","mathbcal-k"
"u/1d4f5","𝓵","mathbcal-l"
"u/1d4f6","𝓶","mathbcal-m"
"u/1d4f7","𝓷","mathbcal-n"
"u/1d4f8","𝓸","mathbcal-o"
"u/1d4f9","𝓹","mathbcal-p"
"u/1d4fa","𝓺","mathbcal-q"
"u/1d4fb","𝓻","mathbcal-r"
"u/1d4fc","𝓼","mathbcal-s"
"u/1d4fd","𝓽","mathbcal-t"
"u/1d4fe","𝓾","mathbcal-u"
"u/1d4ff","𝓿","mathbcal-v"
"u/1d500","𝔀","mathbcal-w"
"u/1d501","𝔁","mathbcal-x"
"u/1d502","𝔂","mathbcal-y"
"u/1d503","𝔃","mathbcal-z"
"u/1d504","𝔄","mathfrak-A"
"u/1d505","𝔅","mathfrak-B"
"u/1d507","𝔇","mathfrak-D"
"u/1d508","𝔈","mathfrak-E"
"u/1d509","𝔉","mathfrak-F"
"u/1d50a","𝔊","mathfrak-G"
"u/1d50d","𝔍","mathfrak-J"
"u/1d50e","𝔎","mathfrak-K"
"u/1d50f","𝔏","mathfrak-L"
"u/1d510","𝔐","mathfrak-M"
"u/1d511","𝔑","mathfrak-N"
"u/1d512","𝔒","mathfrak-O"
"u/1d513","𝔓","mathfrak-P"
"u/1d514","𝔔","mathfrak-Q"
"u/1d516","𝔖","mathfrak-S"
"u/1d517","𝔗","mathfrak-T"
"u/1d518","𝔘","mathfrak-U"
"u/1d519","𝔙","mathfrak-V"
"u/1d51a","𝔚","mathfrak-W"
"u/1d51b","𝔛","mathfrak-X"
"u/1d51c","𝔜","mathfrak-Y"
"u/1d51e","𝔞","mathfrak-a"
"u/1d51f","𝔟","mathfrak-b"
"u/1d520","𝔠","mathfrak-c"
"u/1d521","𝔡","mathfrak-d"
"u/1d522","𝔢","mathfrak-e"
"u/1d523","𝔣","mathfrak-f"
"u/1d524","𝔤","mathfrak-g"
"u/1d525","𝔥","mathfrak-h"
"u/1d526","𝔦","mathfrak-i"
"u/1d527","𝔧","mathfrak-j"
"u/1d528","𝔨","mathfrak-k"
"u/1d529","𝔩","mathfrak-l"
"u/1d52a","𝔪","mathfrak-m"
"u/1d52b","𝔫","mathfrak-n"
"u/1d52c","𝔬","mathfrak-o"
"u/1d52d","𝔭","mathfrak-p"
"u/1d52e","𝔮","mathfrak-q"
"u/1d52f","𝔯","mathfrak-r"
"u/1d530","𝔰","mathfrak-s"
"u/1d531","𝔱","mathfrak-t"
"u/1d532","𝔲","mathfrak-u"
"u/1d533","𝔳","mathfrak-v"
"u/1d534","𝔴","mathfrak-w"
"u/1d535","𝔵","mathfrak-x"
"u/1d536","𝔶","mathfrak-y"
"u/1d537","𝔷","mathfrak-z"
"u/1d538","𝔸","mathbb-A"
"u/1d539","𝔹","mathbb-B"
"u/1d53b","𝔻","mathbb-D"
"u/1d53c","𝔼","mathbb-E"
"u/1d53d","𝔽","mathbb-F"
"u/1d53e","𝔾","mathbb-G"
"u/1d540","𝕀","mathbb-I"
"u/1d541","𝕁","mathbb-J"
"u/1d542","𝕂","mathbb-K"
"u/1d543","𝕃","mathbb-L"
"u/1d544","𝕄","mathbb-M"
"u/1d546","𝕆","mathbb-O"
"u/1d54a","𝕊","mathbb-S"
"u/1d54b","𝕋","mathbb-T"
"u/1d54c","𝕌","mathbb-U"
"u/1d54d","𝕍","mathbb-V"
"u/1d54e","𝕎","mathbb-W"
"u/1d54f","𝕏","mathbb-X"
"u/1d550","𝕐","mathbb-Y"
"u/1d552","𝕒","mathbb-a"
"u/1d553","𝕓","mathbb-b"
"u/1d554","𝕔","mathbb-c"
"u/1d555","𝕕","mathbb-d"
"u/1d556","𝕖","mathbb-e"
"u/1d557","𝕗","mathbb-f"
"u/1d558","𝕘","mathbb-g"
"u/1d559","𝕙","mathbb-h"
"u/1d55a","𝕚","mathbb-i"
"u/1d55b","𝕛","mathbb-j"
"u/1d55c","𝕜","mathbb-k"
"u/1d55d","𝕝","mathbb-l"
"u/1d55e","𝕞","mathbb-m"
"u/1d55f","𝕟","mathbb-n"
"u/1d560","𝕠","mathbb-o"
"u/1d561","𝕡","mathbb-p"
"u/1d562","𝕢","mathbb-q"
"u/1d563","𝕣","mathbb-r"
"u/1d564","𝕤","mathbb-s"
"u/1d565","𝕥","mathbb-t"
"u/1d566","𝕦","mathbb-u"
"u/1d567","𝕧","mathbb-v"
"u/1d568","𝕨","mathbb-w"
"u/1d569","𝕩","mathbb-x"
"u/1d56a","𝕪","mathbb-y"
"u/1d56b","𝕫","mathbb-z"
"u/1d56c","𝕬","mathbfrak-A"
"u/1d56d","𝕭","mathbfrak-B"
"u/1d56e","𝕮","mathbfrak-C"
"u/1d56f","𝕯","mathbfrak-D"
"u/1d570","𝕰","mathbfrak-E"
"u/1d571","𝕱","mathbfrak-F"
"u/1d572","𝕲","mathbfrak-G"
"u/1d573","𝕳","mathbfrak-H"
"u/1d574","𝕴","mathbfrak-I"
"u/1d575","𝕵","mathbfrak-J"
"u/1d576","𝕶","mathbfrak-K"
"u/1d577","𝕷","mathbfrak-L"
"u/1d578","𝕸","mathbfrak-M"
"u/1d579","𝕹","mathbfrak-N"
"u/1d57a","𝕺","mathbfrak-O"
"u/1d57b","𝕻","mathbfrak-P"
"u/1d57c","𝕼","mathbfrak-Q"
"u/1d57d","𝕽","mathbfrak-R"
"u/1d57e","𝕾","mathbfrak-S"
"u/1d57f","𝕿","mathbfrak-T"
"u/1d580","𝖀","mathbfrak-U"
"u/1d581","𝖁","mathbfrak-V"
"u/1d582","𝖂","mathbfrak-W"
"u/1d583","𝖃","mathbfrak-X"
"u/1d584","𝖄","mathbfrak-Y"
"u/1d585","𝖅","mathbfrak-Z"
"u/1d586","𝖆","mathbfrak-a"
"u/1d587","𝖇","mathbfrak-b"
"u/1d588","𝖈","mathbfrak-c"
"u/1d589","𝖉","mathbfrak-d"
"u/1d58a","𝖊","mathbfrak-e"
"u/1d58b","𝖋","mathbfrak-f"
"u/1d58c","𝖌","mathbfrak-g"
"u/1d58d","𝖍","mathbfrak-h"
"u/1d58e","𝖎","mathbfrak-i"
"u/1d58f","𝖏","mathbfrak-j"
"u/1d590","𝖐","mathbfrak-k"
"u/1d591","𝖑","mathbfrak-l"
"u/1d592","𝖒","mathbfrak-m"
"u/1d593","𝖓","mathbfrak-n"
"u/1d594","𝖔","mathbfrak-o"
"u/1d595","𝖕","mathbfrak-p"
"u/1d596","𝖖","mathbfrak-q"
"u/1d597","𝖗","mathbfrak-r"
"u/1d598","𝖘","mathbfrak-s"
"u/1d599","𝖙","mathbfrak-t"
"u/1d59a","𝖚","mathbfrak-u"
"u/1d59b","𝖛","mathbfrak-v"
"u/1d59c","𝖜","mathbfrak-w"
"u/1d59d","𝖝","mathbfrak-x"
"u/1d59e","𝖞","mathbfrak-y"
"u/1d59f","𝖟","mathbfrak-z"
"u/1d5a0","𝖠","mathsf-A"
"u/1d5a1","𝖡","mathsf-B"
"u/1d5a2","𝖢","mathsf-C"
"u/1d5a3","𝖣","mathsf-D"
"u/1d5a4","𝖤","mathsf-E"
"u/1d5a5","𝖥","mathsf-F"
"u/1d5a6","𝖦","mathsf-G"
"u/1d5a7","𝖧","mathsf-H"
"u/1d5a8","𝖨","mathsf-I"
"u/1d5a9","𝖩","mathsf-J"
"u/1d5aa","𝖪","mathsf-K"
"u/1d5ab","𝖫","mathsf-L"
"u/1d5ac","𝖬","mathsf-M"
"u/1d5ad","𝖭","mathsf-N"
"u/1d5ae","𝖮","mathsf-O"
"u/1d5af","𝖯","mathsf-P"
"u/1d5b0","𝖰","mathsf-Q"
"u/1d5b1","𝖱","mathsf-R"
"u/1d5b2","𝖲","mathsf-S"
"u/1d5b3","𝖳","mathsf-T"
"u/1d5b4","𝖴","mathsf-U"
"u/1d5b5","𝖵","mathsf-V"
"u/1d5b6","𝖶","mathsf-W"
"u/1d5b7","𝖷","mathsf-X"
"u/1d5b8","𝖸","mathsf-Y"
"u/1d5b9","𝖹","mathsf-Z"
"u/1d5ba","𝖺","mathsf-a"
"u/1d5bb","𝖻","mathsf-b"
"u/1d5bc","𝖼","mathsf-c"
"u/1d5bd","𝖽","mathsf-d"
"u/1d5be","𝖾","mathsf-e"
"u/1d5bf","𝖿","mathsf-f"
"u/1d5c0","𝗀","mathsf-g"
"u/1d5c1","𝗁","mathsf-h"
"u/1d5c2","𝗂","mathsf-i"
"u/1d5c3","𝗃","mathsf-j"
"u/1d5c4","𝗄","mathsf-k"
"u/1d5c5","𝗅","mathsf-l"
"u/1d5c6","𝗆","mathsf-m"
"u/1d5c7","𝗇","mathsf-n"
"u/1d5c8","𝗈","mathsf-o"
"u/1d5c9","𝗉","mathsf-p"
"u/1d5ca","𝗊","mathsf-q"
"u/1d5cb","𝗋","mathsf-r"
"u/1d5cc","𝗌","mathsf-s"
"u/1d5cd","𝗍","mathsf-t"
"u/1d5ce","𝗎","mathsf-u"
"u/1d5cf","𝗏","mathsf-v"
"u/1d5d0","𝗐","mathsf-w"
"u/1d5d1","𝗑","mathsf-x"
"u/1d5d2","𝗒","mathsf-y"
"u/1d5d3","𝗓","mathsf-z"
"u/1d5d4","𝗔","mathsfbf-A"
"u/1d5d5","𝗕","mathsfbf-B"
"u/1d5d6","𝗖","mathsfbf-C"
"u/1d5d7","𝗗","mathsfbf-D"
"u/1d5d8","𝗘","mathsfbf-E"
"u/1d5d9","𝗙","mathsfbf-F"
"u/1d5da","𝗚","mathsfbf-G"
"u/1d5db","𝗛","mathsfbf-H"
"u/1d5dc","𝗜","mathsfbf-I"
"u/1d5dd","𝗝","mathsfbf-J"
"u/1d5de","𝗞","mathsfbf-K"
"u/1d5df","𝗟","mathsfbf-L"
"u/1d5e0","𝗠","mathsfbf-M"
"u/1d5e1","𝗡","mathsfbf-N"
"u/1d5e2","𝗢","mathsfbf-O"
"u/1d5e3","𝗣","mathsfbf-P"
"u/1d5e4","𝗤","mathsfbf-Q"
"u/1d5e5","𝗥","mathsfbf-R"
"u/1d5e6","𝗦","mathsfbf-S"
"u/1d5e7","𝗧","mathsfbf-T"
"u/1d5e8","𝗨","mathsfbf-U"
"u/1d5e9","𝗩","mathsfbf-V"
"u/1d5ea","𝗪","mathsfbf-W"
"u/1d5eb","𝗫","mathsfbf-X"
"u/1d5ec","𝗬","mathsfbf-Y"
"u/1d5ed","𝗭","mathsfbf-Z"
"u/1d5ee","𝗮","mathsfbf-a"
"u/1d5ef","𝗯","mathsfbf-b"
"u/1d5f0","𝗰","mathsfbf-c"
"u/1d5f1","𝗱","mathsfbf-d"
"u/1d5f2","𝗲","mathsfbf-e"
"u/1d5f3","𝗳","mathsfbf-f"
"u/1d5f4","𝗴","mathsfbf-g"
"u/1d5f5","𝗵","mathsfbf-h"
"u/1d5f6","𝗶","mathsfbf-i"
"u/1d5f7","𝗷","mathsfbf-j"
"u/1d5f8","𝗸","mathsfbf-k"
"u/1d5f9","𝗹","mathsfbf-l"
"u/1d5fa","𝗺","mathsfbf-m"
"u/1d5fb","𝗻","mathsfbf-n"
"u/1d5fc","𝗼","mathsfbf-o"
"u/1d5fd","𝗽","mathsfbf-p"
"u/1d5fe","𝗾","mathsfbf-q"
"u/1d5ff","𝗿","mathsfbf-r"
"u/1d600","𝘀","mathsfbf-s"
"u/1d601","𝘁","mathsfbf-t"
"u/1d602","𝘂","mathsfbf-u"
"u/1d603","𝘃","mathsfbf-v"
"u/1d604","𝘄","mathsfbf-w"
"u/1d605","𝘅","mathsfbf-x"
"u/1d606","𝘆","mathsfbf-y"
"u/1d607","𝘇","mathsfbf-z"
"u/1d608","𝘈","mathsfsl-A"
"u/1d609","𝘉","mathsfsl-B"
"u/1d60a","𝘊","mathsfsl-C"
"u/1d60b","𝘋","mathsfsl-D"
"u/1d60c","𝘌","mathsfsl-E"
"u/1d60d","𝘍","mathsfsl-F"
"u/1d60e","𝘎","mathsfsl-G"
"u/1d60f","𝘏","mathsfsl-H"
"u/1d610","𝘐","mathsfsl-I"
"u/1d611","𝘑","mathsfsl-J"
"u/1d612","𝘒","mathsfsl-K"
"u/1d613","𝘓","mathsfsl-L"
"u/1d614","𝘔","mathsfsl-M"
"u/1d615","𝘕","mathsfsl-N"
"u/1d616","𝘖","mathsfsl-O"
"u/1d617","𝘗","mathsfsl-P"
"u/1d618","𝘘","mathsfsl-Q"
"u/1d619","𝘙","mathsfsl-R"
"u/1d61a","𝘚","mathsfsl-S"
"u/1d61b","𝘛","mathsfsl-T"
"u/1d61c","𝘜","mathsfsl-U"
"u/1d61d","𝘝","mathsfsl-V"
"u/1d61e","𝘞","mathsfsl-W"
"u/1d61f","𝘟","mathsfsl-X"
"u/1d620","𝘠","mathsfsl-Y"
"u/1d621","𝘡","mathsfsl-Z"
"u/1d622","𝘢","mathsfsl-a"
"u/1d623","𝘣","mathsfsl-b"
"u/1d624","𝘤","mathsfsl-c"
"u/1d625","𝘥","mathsfsl-d"
"u/1d626","𝘦","mathsfsl-e"
"u/1d627","𝘧","mathsfsl-f"
"u/1d628","𝘨","mathsfsl-g"
"u/1d629","𝘩","mathsfsl-h"
"u/1d62a","𝘪","mathsfsl-i"
"u/1d62b","𝘫","mathsfsl-j"
"u/1d62c","𝘬","mathsfsl-k"
"u/1d62d","𝘭","mathsfsl-l"
"u/1d62e","𝘮","mathsfsl-m"
"u/1d62f","𝘯","mathsfsl-n"
"u/1d630","𝘰","mathsfsl-o"
"u/1d631","𝘱","mathsfsl-p"
"u/1d632","𝘲","mathsfsl-q"
"u/1d633","𝘳","mathsfsl-r"
"u/1d634","𝘴","mathsfsl-s"
"u/1d635","𝘵","mathsfsl-t"
"u/1d636","𝘶","mathsfsl-u"
"u/1d637","𝘷","mathsfsl-v"
"u/1d638","𝘸","mathsfsl-w"
"u/1d639","𝘹","mathsfsl-x"
"u/1d63a","𝘺","mathsfsl-y"
"u/1d63b","𝘻","mathsfsl-z"
"u/1d63c","𝘼","mathsfbfsl-A"
"u/1d63d","𝘽","mathsfbfsl-B"
"u/1d63e","𝘾","mathsfbfsl-C"
"u/1d63f","𝘿","mathsfbfsl-D"
"u/1d640","𝙀","mathsfbfsl-E"
"u/1d641","𝙁","mathsfbfsl-F"
"u/1d642","𝙂","mathsfbfsl-G"
"u/1d643","𝙃","mathsfbfsl-H"
"u/1d644","𝙄","mathsfbfsl-I"
"u/1d645","𝙅","mathsfbfsl-J"
"u/1d646","𝙆","mathsfbfsl-K"
"u/1d647","𝙇","mathsfbfsl-L"
"u/1d648","𝙈","mathsfbfsl-M"
"u/1d649","𝙉","mathsfbfsl-N"
"u/1d64a","𝙊","mathsfbfsl-O"
"u/1d64b","𝙋","mathsfbfsl-P"
"u/1d64c","𝙌","mathsfbfsl-Q"
"u/1d64d","𝙍","mathsfbfsl-R"
"u/1d64e","𝙎","mathsfbfsl-S"
"u/1d64f","𝙏","mathsfbfsl-T"
"u/1d650","𝙐","mathsfbfsl-U"
"u/1d651","𝙑","mathsfbfsl-V"
"u/1d652","𝙒","mathsfbfsl-W"
"u/1d653","𝙓","mathsfbfsl-X"
"u/1d654","𝙔","mathsfbfsl-Y"
"u/1d655","𝙕","mathsfbfsl-Z"
"u/1d656","𝙖","mathsfbfsl-a"
"u/1d657","𝙗","mathsfbfsl-b"
"u/1d658","𝙘","mathsfbfsl-c"
"u/1d659","𝙙","mathsfbfsl-d"
"u/1d65a","𝙚","mathsfbfsl-e"
"u/1d65b","𝙛","mathsfbfsl-f"
"u/1d65c","𝙜","mathsfbfsl-g"
"u/1d65d","𝙝","mathsfbfsl-h"
"u/1d65e","𝙞","mathsfbfsl-i"
"u/1d65f","𝙟","mathsfbfsl-j"
"u/1d660","𝙠","mathsfbfsl-k"
"u/1d661","𝙡","mathsfbfsl-l"
"u/1d662","𝙢","mathsfbfsl-m"
"u/1d663","𝙣","mathsfbfsl-n"
"u/1d664","𝙤","mathsfbfsl-o"
"u/1d665","𝙥","mathsfbfsl-p"
"u/1d666","𝙦","mathsfbfsl-q"
"u/1d667","𝙧","mathsfbfsl-r"
"u/1d668","𝙨","mathsfbfsl-s"
"u/1d669","𝙩","mathsfbfsl-t"
"u/1d66a","𝙪","mathsfbfsl-u"
"u/1d66b","𝙫","mathsfbfsl-v"
"u/1d66c","𝙬","mathsfbfsl-w"
"u/1d66d","𝙭","mathsfbfsl-x"
"u/1d66e","𝙮","mathsfbfsl-y"
"u/1d66f","𝙯","mathsfbfsl-z"
"u/1d670","𝙰","mathtt-A"
"u/1d671","𝙱","mathtt-B"
"u/1d672","𝙲","mathtt-C"
"u/1d673","𝙳","mathtt-D"
"u/1d674","𝙴","mathtt-E"
"u/1d675","𝙵","mathtt-F"
"u/1d676","𝙶","mathtt-G"
"u/1d677","𝙷","mathtt-H"
"u/1d678","𝙸","mathtt-I"
"u/1d679","𝙹","mathtt-J"
"u/1d67a","𝙺","mathtt-K"
"u/1d67b","𝙻","mathtt-L"
"u/1d67c","𝙼","mathtt-M"
"u/1d67d","𝙽","mathtt-N"
"u/1d67e","𝙾","mathtt-O"
"u/1d67f","𝙿","mathtt-P"
"u/1d680","𝚀","mathtt-Q"
"u/1d681","𝚁","mathtt-R"
"u/1d682","𝚂","mathtt-S"
"u/1d683","𝚃","mathtt-T"
"u/1d684","𝚄","mathtt-U"
"u/1d685","𝚅","mathtt-V"
"u/1d686","𝚆","mathtt-W"
"u/1d687","𝚇","mathtt-X"
"u/1d688","𝚈","mathtt-Y"
"u/1d689","𝚉","mathtt-Z"
"u/1d68a","𝚊","mathtt-a"
"u/1d68b","𝚋","mathtt-b"
"u/1d68c","𝚌","mathtt-c"
"u/1d68d","𝚍","mathtt-d"
"u/1d68e","𝚎","mathtt-e"
"u/1d68f","𝚏","mathtt-f"
"u/1d690","𝚐","mathtt-g"
"u/1d691","𝚑","mathtt-h"
"u/1d692","𝚒","mathtt-i"
"u/1d693","𝚓","mathtt-j"
"u/1d694","𝚔","mathtt-k"
"u/1d695","𝚕","mathtt-l"
"u/1d696","𝚖","mathtt-m"
"u/1d697","𝚗","mathtt-n"
"u/1d698","𝚘","mathtt-o"
"u/1d699","𝚙","mathtt-p"
"u/1d69a","𝚚","mathtt-q"
"u/1d69b","𝚛","mathtt-r"
"u/1d69c","𝚜","mathtt-s"
"u/1d69d","𝚝","mathtt-t"
"u/1d69e","𝚞","mathtt-u"
"u/1d69f","𝚟","mathtt-v"
"u/1d6a0","𝚠","mathtt-w"
"u/1d6a1","𝚡","mathtt-x"
"u/1d6a2","𝚢","mathtt-y"
"u/1d6a3","𝚣","mathtt-z"
"u/1d6a8","𝚨","mathbf-Alpha"
"u/1d6a9","𝚩","mathbf-Beta"
"u/1d6aa","𝚪","mathbf-Gamma"
"u/1d6ab","𝚫","mathbf-Delta"
"u/1d6ac","𝚬","mathbf-Epsilon"
"u/1d6ad","𝚭","mathbf-Zeta"
"u/1d6ae","𝚮","mathbf-Eta"
"u/1d6af","𝚯","mathbf-Theta"
"u/1d6b0","𝚰","mathbf-Iota"
"u/1d6b1","𝚱","mathbf-Kappa"
"u/1d6b2","𝚲","mathbf-Lambda"
"u/1d6b3","𝚳","mathbf-M"
"u/1d6b4","𝚴","N"
"u/1d6b5","𝚵","mathbf-Xi"
"u/1d6b6","𝚶","O"
"u/1d6b7","𝚷","mathbf-Pi"
"u/1d6b8","𝚸","mathbf-Rho"
"u/1d6b9","𝚹","mathbf-vartheta"
"u/1d6ba","𝚺","mathbf-Sigma"
"u/1d6bb","𝚻","mathbf-Tau"
"u/1d6bc","𝚼","mathbf-Upsilon"
"u/1d6bd","𝚽","mathbf-Phi"
"u/1d6be","𝚾","mathbf-Chi"
"u/1d6bf","𝚿","mathbf-Psi"
"u/1d6c0","𝛀","mathbf-Omega"
"u/1d6c1","𝛁","mathbf-nabla"
"u/1d6c2","𝛂","mathbf-alpha"
"u/1d6c3","𝛃","mathbf-beta"
"u/1d6c4","𝛄","mathbf-gamma"
"u/1d6c5","𝛅","mathbf-delta"
"u/1d6c6","𝛆","mathbf-epsilon"
"u/1d6c7","𝛇","mathbf-zeta"
"u/1d6c8","𝛈","mathbf-eta"
"u/1d6c9","𝛉","mathbf-theta"
"u/1d6ca","𝛊","mathbf-iota"
"u/1d6cb","𝛋","mathbf-kappa"
"u/1d6cc","𝛌","mathbf-lambda"
"u/1d6cd","𝛍","mathbf-mu"
"u/1d6ce","𝛎","mathbf-nu"
"u/1d6cf","𝛏","mathbf-xi"
"u/1d6d0","𝛐","mathbf-o"
"u/1d6d1","𝛑","mathbf-pi"
"u/1d6d2","𝛒","mathbf-rho"
"u/1d6d3","𝛓","mathbf-varsigma"
"u/1d6d4","𝛔","mathbf-sigma"
"u/1d6d5","𝛕","mathbf-tau"
"u/1d6d6","𝛖","mathbf-upsilon"
"u/1d6d7","𝛗","mathbf-phi"
"u/1d6d8","𝛘","mathbf-chi"
"u/1d6d9","𝛙","mathbf-psi"
"u/1d6da","𝛚","mathbf-omega"
"u/1d6db","𝛛","partial"
"u/1d6dc","𝛜","mathbf-varepsilon"
"u/1d6dd","𝛝","mathbf-vartheta"
"u/1d6de","𝛞","mathbf-varkappa"
"u/1d6df","𝛟","mathbf-phi"
"u/1d6e0","𝛠","mathbf-varrho"
"u/1d6e1","𝛡","mathbf-varpi"
"u/1d6e2","𝛢","mathmit-Alpha"
"u/1d6e3","𝛣","mathmit-Beta"
"u/1d6e4","𝛤","mathmit-Gamma"
"u/1d6e5","𝛥","mathmit-Delta"
"u/1d6e6","𝛦","mathmit-Epsilon"
"u/1d6e7","𝛧","mathmit-Zeta"
"u/1d6e8","𝛨","mathmit-Eta"
"u/1d6e9","𝛩","mathmit-Theta"
"u/1d6ea","𝛪","mathmit-Iota"
"u/1d6eb","𝛫","mathmit-Kappa"
"u/1d6ec","𝛬","mathmit-Lambda"
"u/1d6ed","𝛭","mathmit-M"
"u/1d6ee","𝛮","N"
"u/1d6ef","𝛯","mathmit-Xi"
"u/1d6f0","𝛰","O"
"u/1d6f1","𝛱","mathmit-Pi"
"u/1d6f2","𝛲","mathmit-Rho"
"u/1d6f3","𝛳","mathmit-vartheta"
"u/1d6f4","𝛴","mathmit-Sigma"
"u/1d6f5","𝛵","mathmit-Tau"
"u/1d6f6","𝛶","mathmit-Upsilon"
"u/1d6f7","𝛷","mathmit-Phi"
"u/1d6f8","𝛸","mathmit-Chi"
"u/1d6f9","𝛹","mathmit-Psi"
"u/1d6fa","𝛺","mathmit-Omega"
"u/1d6fb","𝛻","mathmit-nabla"
"u/1d6fc","𝛼","mathmit-alpha"
"u/1d6fd","𝛽","mathmit-beta"
"u/1d6fe","𝛾","mathmit-gamma"
"u/1d6ff","𝛿","mathmit-delta"
"u/1d700","𝜀","mathmit-epsilon"
"u/1d701","𝜁","mathmit-zeta"
"u/1d702","𝜂","mathmit-eta"
"u/1d703","𝜃","mathmit-theta"
"u/1d704","𝜄","mathmit-iota"
"u/1d705","𝜅","mathmit-kappa"
"u/1d706","𝜆","mathmit-lambda"
"u/1d707","𝜇","mathmit-mu"
"u/1d708","𝜈","mathmit-nu"
"u/1d709","𝜉","mathmit-xi"
"u/1d70a","𝜊","mathmit-o"
"u/1d70b","𝜋","mathmit-pi"
"u/1d70c","𝜌","mathmit-rho"
"u/1d70d","𝜍","mathmit-varsigma"
"u/1d70e","𝜎","mathmit-sigma"
"u/1d70f","𝜏","mathmit-tau"
"u/1d710","𝜐","mathmit-upsilon"
"u/1d711","𝜑","mathmit-phi"
"u/1d712","𝜒","mathmit-chi"
"u/1d713","𝜓","mathmit-psi"
"u/1d714","𝜔","mathmit-omega"
"u/1d715","𝜕","partial"
"u/1d716","𝜖","in"
"u/1d717","𝜗","mathmit-vartheta"
"u/1d718","𝜘","mathmit-varkappa"
"u/1d719","𝜙","mathmit-phi"
"u/1d71a","𝜚","mathmit-varrho"
"u/1d71b","𝜛","mathmit-varpi"
"u/1d71c","𝜜","mathbit-Alpha"
"u/1d71d","𝜝","mathbit-Beta"
"u/1d71e","𝜞","mathbit-Gamma"
"u/1d71f","𝜟","mathbit-Delta"
"u/1d720","𝜠","mathbit-Epsilon"
"u/1d721","𝜡","mathbit-Zeta"
"u/1d722","𝜢","mathbit-Eta"
"u/1d723","𝜣","mathbit-Theta"
"u/1d724","𝜤","mathbit-Iota"
"u/1d725","𝜥","mathbit-Kappa"
"u/1d726","𝜦","mathbit-Lambda"
"u/1d727","𝜧","mathbit-M"
"u/1d728","𝜨","mathbit-N"
"u/1d729","𝜩","mathbit-Xi"
"u/1d72a","𝜪","O"
"u/1d72b","𝜫","mathbit-Pi"
"u/1d72c","𝜬","mathbit-Rho"
"u/1d72d","𝜭","mathbit-O"
"u/1d72e","𝜮","mathbit-Sigma"
"u/1d72f","𝜯","mathbit-Tau"
"u/1d730","𝜰","mathbit-Upsilon"
"u/1d731","𝜱","mathbit-Phi"
"u/1d732","𝜲","mathbit-Chi"
"u/1d733","𝜳","mathbit-Psi"
"u/1d734","𝜴","mathbit-Omega"
"u/1d735","𝜵","mathbit-nabla"
"u/1d736","𝜶","mathbit-alpha"
"u/1d737","𝜷","mathbit-beta"
"u/1d738","𝜸","mathbit-gamma"
"u/1d739","𝜹","mathbit-delta"
"u/1d73a","𝜺","mathbit-epsilon"
"u/1d73b","𝜻","mathbit-zeta"
"u/1d73c","𝜼","mathbit-eta"
"u/1d73d","𝜽","mathbit-theta"
"u/1d73e","𝜾","mathbit-iota"
"u/1d73f","𝜿","mathbit-kappa"
"u/1d740","𝝀","mathbit-lambda"
"u/1d741","𝝁","mathbit-mu"
"u/1d742","𝝂","mathbit-nu"
"u/1d743","𝝃","mathbit-xi"
"u/1d744","𝝄","mathbit-o"
"u/1d745","𝝅","mathbit-pi"
"u/1d746","𝝆","mathbit-rho"
"u/1d747","𝝇","mathbit-varsigma"
"u/1d748","𝝈","mathbit-sigma"
